Sprite,Weapon,Might,Range,Description,SP,Exclusive
,Brutal Breath,16,1,"Grants Spd+3. Grants Atk/Spd/Def/Res+X during combat. (Calculates X based on number of allies within 2 spaces of unit: 0 allies grants +5; 1 grants +3; 2 grants +1; ≥3 allies grants +0.) If the number of allies within 2 spaces is ≤ 1, inflicts Special cooldown charge -1 on foe per attack during combat. (Only highest value applied. Does not stack.) If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Chilled Breath,16,1,"Accelerates Special trigger (cooldown count-1). If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+6 to unit during combat, neutralizes effects that guarantee foe's follow-up attacks and prevent unit's follow-up attacks, and also, if unit’s Spd ≥ foe's Spd+5, foe cannot counterattack. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Dark Breath,9,1,"If unit initiates combat, inflicts Atk/Spd-5 on foes within 2 spaces of target through their next actions after combat.",200,No
,Dark Breath+,13,1,"If unit initiates combat, inflicts Atk/Spd-5 on foes within 2 spaces of target through their next actions after combat.",300,No
,Dazzling Breath,16,1,"Grants Atk+3. If foe initiates combat or if foe's HP ≥ 75% at start of combat, inflicts Atk/Spd/Def/Res-5 on foe during combat and foe cannot make a follow-up attack, and also, if unit is within 2 spaces of an ally, inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.) If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Demonic Breath,16,1,"Grants Def+3. Effective against armored foes. At start of combat, if a negative status effect is active on unit, or if unit's HP < 100%, neutralizes penalties on unit and grants Atk/Spd/Def/Res+4 during combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
File:Weapon Devoted Breath.png,Devoted Breath,16,1,"Accelerates Special trigger (cooldown count-1).Neutralizes ""effective against dragons"" bonuses.If foe's Range = 2, calculates damage using the lower of foe's Def or Res.For allies within 3 spaces of unit, grants Def/Res+5 and reduces damage from foe's first attack by 7 during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).For allies within 3 spaces of unit, if foe initiates combat, ally's HP > 1, and foe would reduce ally's HP to 0 during combat, ally survives with 1 HP (once per turn; does not stack with non-Special effects that allow unit to survive with 1 HP if foe's attack would reduce unit's HP to 0; when any other such effect triggers, this effect will trigger too).If foe initiates combat or foe's HP ≥ 75% at start of combat, grants bonus to unit's Atk/Def/Res = 20% of unit's Res at start of combat + 5, unit deals +X damage (X = number of allies within 3 spaces of unit × 5; max 15; if unit triggers Savior, value is treated as 15; excluding area-of-effect Specials), reduces damage from foe's attacks by X (excluding area-of-effect Specials), unit makes a guaranteed follow-up attack, and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (excluding area-of-effect Specials), and also, if unit's HP > 1 and foe would reduce unit's HP to 0, unit survives with 1 HP (once per combat; does not stack with non-Special effects that allow unit to survive with 1 HP if foe's attack would reduce HP to 0).",400,Yes
,Dew Dragonstone,16,1,"Accelerates Special trigger (cooldown count-1). Effective against armored foes. Neutralizes ""effective against armored"" bonuses. If unit is within 3 spaces of an ally, inflicts Atk/Spd/Def/Res-5 on foe during combat, neutralizes penalties on unit during combat, and foe cannot make a follow-up attack. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Divine Breath,16,1,"Grants Atk+3. Effective against dragon foes. Grants Atk/Spd/Def/Res+X during combat. (X = number of dragon allies and allies that have ""effective against dragons"" within 2 spaces ×3. Maximum bonus of +9 to each stat.) If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Divine Mist,16,1,"Effective against dragon foes. Unit can counterattack regardless of foe's range. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Divine One's Arts,11,1,"Accelerates Special trigger (cooldown count-1). Unit attacks twice (even if foe initiates combat, unit attacks twice). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit and inflicts Atk/Spd/Def/Res-X on foe during combat (X = number of distinct game titles among allies within 3 spaces of unit × 3, + 4; max 10), reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% (excluding area-of-effect Specials), and also, if foe's attack can trigger foe's Special and unit's Res ≥ foe's Res+5, inflicts Special cooldown count+1 on foe before foe's first attack during combat (cannot exceed the foe's maximum Special cooldown). If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Draconic Rage,16,1,"Accelerates Special trigger (cooldown count-1). If the number of allies within 2 spaces (excluding unit) > the number of foes within 2 spaces (excluding target), grants Atk/Spd+5 during combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Dragon's Fist,11,1,"Accelerates Special trigger (cooldown count-1). Unit attacks twice (even if foe initiates combat, unit attacks twice). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit during combat, inflicts Atk/Spd/Def/Res-X on foe during combat (X = number of distinct game titles among allies within 3 spaces of unit × 3, + 4; max 10), and reduces damage from area-of-effect Specials (excluding Røkkr area-of-effect Specials) and from foe's first attack during combat by 40% (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes). If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Dragon's Stone,10,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+4 to unit and reduces damage from foe's first attack by 20% of unit's Spd during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",200,No
,Dragon's Stone+,14,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+4 to unit and reduces damage from foe's first attack by 20% of unit's Spd during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",300,No
,Dragonbloom,10,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+4 to unit, deals damage = 15% of unit's Spd (excluding area-of-effect Specials), and reduces damage from foe's first attack by X% during combat (if it is unit's first combat initiated by unit or first combat initiated by foe that turn, X = 80; otherwise, X = 40; ""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes). If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",200,No
,Dragonbloom+,14,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+4 to unit, deals damage = 15% of unit's Spd (excluding area-of-effect Specials), and reduces damage from foe's first attack by X% during combat (if it is unit's first combat initiated by unit or first combat initiated by foe that turn, X = 80; otherwise, X = 40; ""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes). If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",300,No
,Dusk Dragonstone,16,1,"If foe initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+4 to unit during combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Duskstone,16,1,"Accelerates Special trigger (cooldown count-1).If foe's Range = 2, calculates damage using the lower of foe's Def or Res.At start of turn, and at start of enemy phase (except for in Summoner Duels), if unit's HP ≥ 25%, grants【Draconic Hex】to unit and allies within 2 spaces of unit, and if unit's Special cooldown count is at its maximum value, grants Special cooldown count-1 to unit.At start of combat, if unit's HP ≥ 25%, inflicts penalty on foe's Atk/Spd/Def/Res = number of foes within 3 rows or 3 columns centered on unit × 3, + 5 (max 14; if unit triggers Savior, value is treated as 14), unit deals +X damage (excluding area-of-effect Specials), and reduces damage from foe's attacks by X during combat (excluding area-of-effect Specials; X = number of allies within 3 spaces of unit × 5; max 15; if unit triggers Savior, value is treated as 15), and also, if foe's attack can trigger foe's Special and unit's Res ≥ foe's Res+5, triggers the following effects during combat: inflicts Special cooldown count+1 on foe before foe's first attack and if foe's first attack triggers the ""attacks twice"" effect, inflicts Special cooldown count+1 on foe before foe's second strike as well (in either case, cannot exceed the foe's maximum Special cooldown).If unit's HP ≥ 25% at start of combat and unit's Special cooldown count is at its maximum value after combat, grants Special cooldown count-1 to unit after combat.【Draconic Hex】Inflicts Atk/Spd/Def/Res-5 on foe during combat and inflicts penalty on each of those stats = 5 - current penalty on each of those stats during combat for 1 turn (min 0; calculates each stat penalty independently).",400,Yes
,Eerie Scripture,16,1,"Accelerates Special trigger (cooldown count-1). Neutralizes ""effective against dragons"" bonuses. Unit can counterattack regardless of foe's range. If foe initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+5 to unit during combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Enveloping Breath,16,1,"Grants Res+3. If Sing or Dance is used, inflicts Atk/Res-7 and【Guard】on foes in cardinal directions of unit and target through their next actions. At start of combat, if unit's HP ≥ 25%, grants Spd/Res+6 during combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)",400,Yes
,Eternal Breath,16,1,"At start of turn, if an ally is within 2 spaces of unit, grants Atk/Spd/Def/Res+5 to unit and allies within 2 spaces for 1 turn. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Ethereal Breath,16,1,"Accelerates Special trigger (cooldown count-1). Effective against dragon foes. Grants weapon-triangle advantage against colorless foes, and inflicts weapon-triangle disadvantage on colorless foes during combat. Reduces damage from area-of-effect Specials by 80% (excluding Røkkr area-of-effect Specials). If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Everliving Breath,16,1,"Grants Atk+3. If a Rally skill or movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, restores 10 HP to allies within 2 spaces of unit and target after movement, then neutralizes any【Penalty】on those allies. (Includes unit and target. Does not stack even if effect ranges of unit and target overlap.) At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit during combat and unit makes a guaranteed follow-up attack. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",400,Yes
,Expiration,16,1,"Unit can counterattack regardless of foe's range. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Faithful Breath,16,1,"Grants Atk+3. If Sing or Dance is used, inflicts Def/Res-6 on nearest foes within 4 spaces of both unit and target ally through their next actions. At start of combat, if unit's HP ≥ 40%, grants Atk/Spd+6 to unit during combat, and also, if unit initiates combat, neutralizes effects that prevent unit's follow-up attacks, and also, if unit initiates combat and has weapon-triangle advantage or【Penalty】is active on foe, foe cannot counterattack. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",400,Yes
,Fell Breath,16,1,"Grants Atk+3. At the start of combat, if foe’s HP < 100%, grants Atk/Res+6 during combat and foe cannot make a follow-up attack. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
File:Weapon Fell Childs Arts.png,Fell Child's Arts,11,1,"Accelerates Special trigger (cooldown count-1). Unit attacks twice (even if foe initiates combat, unit attacks twice).If foe's Range = 2, calculates damage using the lower of foe's Def or Res.If foe initiates combat or if unit's HP ≥ 25% at start of combat, inflicts penalty on foe's Atk/Def/Res = number of distinct game titles among allies within 3 spaces of unit × 3, + 9 (max 15; if unit triggers Savior, value is treated as 15), reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% (excluding area-of-effect Specials), unit deals +X damage (X = 20% of unit's Res; excluding area-of-effect Specials), reduces damage from foe's attacks by X (excluding area-of-effect Specials), and reduces damage from foe's Specials by X during combat (excluding area-of-effect Specials).",400,Yes
File:Weapon Fell Slaystone.png,Fell Slaystone,16,1,"Accelerates Special trigger (cooldown count-1). Effective against cavalry foes. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.Grants Atk/Spd/Def/Res+4 to allies within 3 spaces of unit and inflicts Special cooldown charge -1 on their foes per attack during combat (only highest value applied; does not stack).Grants Atk/Spd/Def/Res+4 to engaged allies within 3 spaces of unit during their combat.If foe initiates combat or foe's HP ≥ 75% at start of combat, grants bonus to unit's Atk/Spd/Def/Res = number of allies within 3 spaces of unit × 3, + 5 (max 14; if unit triggers Savior, value is treated as 14), deals damage = 20% of unit's Def (excluding area-of-effect Specials), reduces damage from foe's attacks by 20% of unit's Def (excluding area-of-effect Specials), inflicts Special cooldown charge -1 on foe per attack (only highest value applied; does not stack), and grants Special cooldown count-1 to unit before foe's first attack during combat.",400,Yes
,Fire Breath,6,1,,50,No
,Fire Breath+,8,1,,100,No
,Flamelick Breath,16,1,"Grants Atk+3. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit during combat and foe cannot recover HP during or after combat. If unit's HP ≥ 25% at start of combat, after combat, if unit attacked, inflicts【Deep Wounds】on target and foes within 2 spaces of target. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.【Deep Wounds】Unit's HP cannot be healed through its next action.",400,Yes
,Flametongue,11,1,,200,No
,Flametongue+,15,1,,300,No
,Frost Breath,16,1,"Grants Res+3. At start of turn or when Play is used, inflicts Atk/Spd/Def/Res-4 on closest foe within 4 spaces of unit through their next action. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Frostbite Breath,16,1,"Grants Spd+3. At start of combat, if unit's HP ≥ 25%, inflicts Atk/Spd/Def/Res-5 on foe during combat, and also, after combat, if unit attacked, inflicts status preventing counterattacks on target and foes within 2 spaces of target through their next actions. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Frostfire Breath,16,1,"Effective against dragon foes. Grants Atk+3. If【Bonus】is active on unit, grants Atk/Spd+6 during combat, and also grants bonus to unit's Atk = total bonuses on unit's Def and Res × 1.5 during combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",400,Yes
,Ghostly Lanterns,16,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk+6 to unit and inflicts Atk-6 on foe during combat, neutralizes effects that guarantee foe's follow-up attacks, foe cannot make a follow-up attack, and also, if foe's attack can trigger their Special and unit's Res ≥ foe's Res+5 during combat, inflicts Special cooldown count+1 on foe before foe's first attack. (Cannot exceed the foe's maximum Special cooldown.) If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Glittering Breath,10,1,"During combat, boosts unit's Def/Res by number of allies within 2 spaces × 2. (Maximum bonus of +6 to each stat.) If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",200,No
,Glittering Breath+,14,1,"During combat, boosts unit's Def/Res by number of allies within 2 spaces × 2. (Maximum bonus of +6 to each stat.) If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",300,No
,Gloom Breath,16,1,"At start of turn, inflicts Atk/Spd-7 on foes within 2 spaces through their next actions. After combat, if unit attacked, inflicts Atk/Spd-7 on target and foes within 2 spaces of target through their next actions. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Godly Breath,16,1,"Accelerates Special trigger (cooldown count-1). If unit initiates combat or is within 2 spaces of an ally, inflicts Atk/Spd/Def/Res-5 on foe during combat, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by 30%, and unit makes a guaranteed follow-up attack. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Great Flame,16,1,"Grants Atk+3. If unit's Def ≥ foe's Def+5, foe cannot make a follow-up attack. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Hoshido's Breath,16,1,"Accelerates Special trigger (cooldown count-1). Unit can counterattack regardless of foe's range.At start of turn, if unit's HP ≥ 25% and unit's Special cooldown count is at its maximum value, grants Special cooldown count-1 to unit.At start of combat, if unit's HP ≥ 25%, grants bonus to unit's Atk/Spd/Def/Res = number of allies within 3 spaces of unit × 3, + 5 (max 14), and reduces damage from foe's first attack by 7 during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and also, if foe's attack can trigger foe's Special and unit's Res ≥ foe's Res+5, inflicts Special cooldown count+1 on foe before foe's first attack during combat (cannot exceed foe's maximum Special cooldown). If unit's HP ≥ 25% at start of combat and if unit's Special cooldown count value is at its maximum after combat, grants Special cooldown count-1 to unit after combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Ice Dragonstone,10,1,"If foe's Range = 2, calculates damage using the lower of foe's Def or Res.If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit, unit makes a guaranteed follow-up attack, and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (excluding area-of-effect Specials).",200,No
,Ice Dragonstone+,14,1,"If foe's Range = 2, calculates damage using the lower of foe's Def or Res.If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit, unit makes a guaranteed follow-up attack, and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (excluding area-of-effect Specials).",300,No
,Lantern Breath,10,1,"If foe initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk+5 to unit, inflicts Atk-5 on foe, and inflicts Special cooldown charge -1 on foe per attack during combat. (Only highest value applied. Does not stack.) If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",200,No
,Lantern Breath+,14,1,"If foe initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk+5 to unit, inflicts Atk-5 on foe, and inflicts Special cooldown charge -1 on foe per attack during combat. (Only highest value applied. Does not stack.) If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",300,No
,Light Breath,9,1,"If unit initiates combat, grants Def/Res+4 to adjacent allies for 1 turn after combat.",200,No
,Light Breath+,13,1,"If unit initiates combat, grants Def/Res+4 to adjacent allies for 1 turn after combat.",300,No
,Lightning Breath,7,1,Slows Special trigger (cooldown count+1).Unit can counterattack regardless of foe's range.,200,No
,Lightning Breath+,11,1,Slows Special trigger (cooldown count+1).Unit can counterattack regardless of foe's range.,300,No
,Lilac-Jade Breath,16,1,"Accelerates Special trigger (cooldown count-1). If foe initiates combat or if foe's HP = 100% at start of combat, grants Atk/Spd/Def/Res+5 to unit during combat and reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by 40%. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Loving Breath,16,1,"Accelerates Special trigger (cooldown count-1). Unit can counterattack regardless of foe's range. If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Atk+X to unit and inflicts Atk-X on foe during combat (X = number of allies within 3 spaces of unit × 4, + 6; max 14), grants Special cooldown charge +1 to unit per attack during combat (only highest value applied; does not stack), and restores 7 HP to unit after combat. If foe initiates combat or foe's HP ≥ 75% at start of combat and if unit's Res > foe's Res, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 4 (max 40%). If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Maritime Arts,11,1,"Accelerates Special trigger (cooldown count-1). Unit attacks twice (even if foe initiates combat, unit attacks twice).If foe's Range = 2, calculates damage using the lower of foe's Def or Res.If unit is within 3 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit, inflicts penalty on foe's Atk/Spd/Def/Res = number of distinct game titles among allies within 3 spaces of unit × 3, + 4 (max 10), unit deals X damage (excluding area-of-effect Specials), reduces damage from foe's first attack by X (X = 5 × the total of the number of distinct game titles among allies, excluding unit, and the number of Engaged allies, excluding unit; max 15; ""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat.",400,Yes
