Sprite,Weapon,Might,Range,Description,SP,Exclusive
,Axe of Adoration,16,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, inflicts Atk/Spd/Def-X on foe (X = 16 - foe's maximum Special cooldown count value × 2; min 8; if foe is not equipped with a Special, then X = 8), reduces damage from foe's first attack by 40% (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), grants Special cooldown charge +1 to unit per attack (only highest value applied; does not stack), and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by Y% (if foe's Def ≥ foe's Res at start of combat, Y = 70; otherwise, Y = 30) during combat (excluding area-of-effect Specials), and restores 7 HP to unit after combat.",400,Yes
,Axe of Despair,16,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, inflicts Atk/Def-6 on foe during combat, and also, the following effects will occur based on the value of total bonuses on unit + value of total penalties on foe: if ≥ 5, ""foe cannot make a follow-up attack""; and if ≥ 10, ""unit makes a guaranteed follow-up attack""; and if ≥ 15, ""inflicts Special cooldown charge -1 on foe per attack during combat."" (Example: if unit has an Atk/Def+6 bonus and foe has an Atk/Def-6 penalty, the calculated total will be 24.)",400,Yes
,Axe of Devotion,10,1,"At start of combat, if unit's HP ≥ 25%, deals damage to foe = X% of foe's Atk as combat begins (if unit has weapon-triangle advantage or if unit's Def > foe's Def, X = 30; otherwise, X = 15; activates only when unit can attack in combat; effects that reduce damage ""during combat"" do not apply; will not reduce foe's HP below 1), grants Atk/Def+5 to unit during combat, and grants bonus to unit's Atk/Def during combat = 15% of unit's Def at start of combat.",200,No
,Axe of Devotion+,14,1,"At start of combat, if unit's HP ≥ 25%, deals damage to foe = X% of foe's Atk as combat begins (if unit has weapon-triangle advantage or if unit's Def > foe's Def, X = 30; otherwise, X = 15; activates only when unit can attack in combat; effects that reduce damage ""during combat"" do not apply; will not reduce foe's HP below 1), grants Atk/Def+5 to unit during combat, and grants bonus to unit's Atk/Def during combat = 15% of unit's Def at start of combat.",300,No
,Axe of Dusk,16,1,"Enables【Canto (Dist. +1; Max ４)】.Accelerates Special trigger (cooldown count-1).At start of player phase or enemy phase, inflicts Spd/Def-7,【Discord】, and Deep Wounds on foes that are within 2 spaces of another foe through their next actions.If unit initiates combat or if foe's HP ≥ 75% at start of combat, grants bonus to unit's Atk/Spd/Def/Res = number of foes within 3 rows or 3 columns centered on unit × 3, + 5 (max 14), unit deals +Y damage (Y = total number of Bonuses and Penalties active on foe and any foe within 2 spaces of foe, excluding stat bonuses and stat penalties, × 3; excluding area-of-effect Specials), and grants Special cooldown charge +1 to unit per attack during combat (only highest value applied; does not stack), and also, if decreasing the Spd difference necessary to make a follow-up attack by 25 would allow unit to trigger a follow-up attack (excluding guaranteed or prevented follow-ups), triggers【Potent Follow X%】during combat (if unit cannot perform follow-up and attack twice, X = 80; otherwise, X = 40).【Canto (Dist. +1; Max ４)】After an attack, Assist skill, or structure destruction, unit can move spaces = number of spaces from start position to end position of unit before the above, +1. (Max ４.)【Discord】Inflicts Atk/Spd/Def/Res-X on unit during combat (X = 2 + number of allies within 2 spaces of unit; max 5) through its next action.【Potent Follow X%】Triggers an additional follow-up attack immediately after unit's standard follow-up attack and deals damage = X% of unit's normal attack damage (if unit cannot make a follow-up attack, this effect triggers when the standard follow-up attack would occur; this effect is treated like a follow-up attack, so effects like ""reduce damage by X%"" still apply, but this effect is not affected by effects that prevent follow-ups or ""attacks twice"" effects; only highest value applied; does not stack).",400,Yes
,Axe of Virility,16,1,Effective against armored foes.,400,Yes
,Aymr,16,1,"Grants Atk+3. If unit is not adjacent to an ally, inflicts Atk/Def-6 on foe during combat and foe cannot make a follow-up attack.",400,Yes
,Barrier Axe,10,1,"If foe initiates combat, grants Res+7 during combat.",200,No
,Barrier Axe+,14,1,"If foe initiates combat, grants Res+7 during combat.",300,No
,Basilikos,16,1,Accelerates Special trigger (cooldown count-1).,400,Yes
,Beach Banner,10,1,"If unit initiates combat, grants Atk/Spd/Def/Res+2 during combat.",200,No
,Beach Banner+,14,1,"If unit initiates combat, grants Atk/Spd/Def/Res+2 during combat.",300,No
,Berserk Armads,16,1,"Accelerates Special trigger (cooldown count-1). At start of turn, if unit's HP ≤ 75% and unit's attack can trigger their Special, grants Special cooldown count-1, and deals +10 damage when Special triggers.",400,Yes
,Berserker Axe,16,1,"Accelerates Special trigger (cooldown count-1).At start of turn, for unit and allies within 2 spaces of unit, if Special cooldown count is at its maximum value, grants Special cooldown count-1.If foe initiates combat or foe's HP ≥ 75% at start of combat, grants bonus to unit's Atk/Spd/Def/Res = 25% of foe's Atk at start of combat - 4 (max 14; min 5), unit makes a guaranteed follow-up attack, deals damage = damage dealt to unit (max 30; excluding area-of-effect Specials), and deals damage = 15% of unit's Atk during combat (excluding area-of-effect Specials).",400,Yes
,Beruka's Axe,16,1,Accelerates Special trigger (cooldown count-1).,400,Yes
,Blazing Polearms,16,1,"Enables【Canto (２)】.Effective against dragon and beast foes. Accelerates Special trigger (cooldown count-1). If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit during combat, and inflicts penalty on foe's Atk/Spd/Def/Res during combat = 50% of total bonuses on unit during combat (max -6).【Canto (２)】After an attack, Assist skill, or structure destruction, unit can move ２ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",400,Yes
,Blue Yule Axe,16,1,"Enables【Canto (２)】.Accelerates Special trigger (cooldown count-1). At start of turn, if unit's HP ≥ 25%, grants Atk/Spd+6 and【Null Follow-Up】to unit for 1 turn. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+X to unit (X = 5 + 15% of unit's Spd at start of combat) and grants Special cooldown count-Y to unit before unit's first attack during combat (Y = number of spaces from start position to end position of whoever initiated combat, max 3; if number of【Bonus】effects active on unit, excluding stat bonuses, ≥ 4, then the value is treated as 3), and restores 7 HP to unit after combat.【Canto (２)】After an attack, Assist skill, or structure destruction, unit can move ２ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)【Null Follow-Up】If unit's Spd > foe's Spd during combat, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks for 1 turn.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",400,Yes
,Bold Kusarigama,11,1,"Accelerates Special trigger (cooldown count-1).Unit attacks twice (even if foe initiates combat, unit attacks twice).If unit initiates combat or is within 2 spaces of an ally, grants bonus to unit's Atk/Spd/Def/Res = 15% of unit's Def at start of combat + 5, deals damage = 25% of unit's Def (excluding area-of-effect Specials), reduces damage from foe's attacks by 25% of unit's Def (including from area-of-effect Specials; excluding Røkkr area-of-effect Specials), neutralizes ""reduces damage by X%"" effects from unit's and foe's non-Special skills (excluding area-of-effect Specials), neutralizes effects that guarantee unit's and foe's follow-up attacks, and increases the Spd difference necessary for unit or foe to make a follow-up attack by 20 during combat (Spd must be ≥ 25 to make a follow-up attack; stacks with similar skills).If unit initiates combat, grants Special cooldown count-1 to unit before unit's first attack during combat.",400,Yes
,Brave Axe,5,1,"Inflicts Spd-5. If unit initiates combat, unit attacks twice.",200,No
,Brave Axe+,8,1,"Inflicts Spd-5. If unit initiates combat, unit attacks twice.",300,No
,Bun-Bun Baton,16,1,Accelerates Special trigger (cooldown count-1). Effective against armored foes. Neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat.,400,Yes
,Býleistr,16,1,"At start of odd-numbered turns, grants Atk/Spd/Def/Res+4 to unit and adjacent allies for 1 turn.(Bonus granted to unit even if no allies are adjacent.)",400,Yes
,Camilla's Axe,16,1,"If unit is within 2 spaces of a cavalry or flying ally, grants Atk/Spd+4 during combat.",400,Yes
,Carrot Axe,9,1,"If unit initiates combat, restores 4 HP after combat.",200,No
,Carrot Axe+,13,1,"If unit initiates combat, restores 4 HP after combat.",300,No
,Cherche's Axe,11,1,"Inflicts Spd-5. If unit initiates combat, unit attacks twice.",400,Yes
,Corsair Cleaver,16,1,"Accelerates Special trigger (cooldown count-1). At start of turn, if unit is within 3 spaces of an ally, grants Atk/Def+6 and ""unit can move to a space adjacent to any ally within 2 spaces"" to unit and allies within 3 spaces of unit for 1 turn. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit, unit makes a guaranteed follow-up attack, and neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit during combat.",400,Yes
,Crimson Axe,16,1,Accelerates Special trigger (cooldown count-1).,400,Yes
,Crimson War-Axe,16,1,"Grants Spd+3. At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+6 to unit during combat and the following effects will occur based on unit's HP at start of combat: if ≥ 20%, grants Special cooldown charge +1 to unit per attack (only highest value applied; does not stack), and also, if ≥ 40%, reduces damage from foe's first attack during combat by 40%.",400,Yes
,Crusher,16,1,"Grants Atk+3. Calculates damage using the lower of foe's Def or Res. If a Rally Assist skill is used by unit, target can move 1 extra space. (That turn only. Does not stack. No effect on cavalry allies with Range = 2.)",400,Yes
,Dead-Fang Axe,16,1,"Grants Spd+3. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit, grants Atk/Spd/Def/Res+X to unit, inflicts Atk/Spd/Def/Res-X on foe (X = current bonus on each of foe's stats; calculates each stat bonus and penalty independently), deals damage = 10% of unit's Atk (including when dealing damage with a Special triggered before combat), and reduces damage from foe's first attack by 40% during combat.",400,Yes
,Deck Swabber,10,1,"If unit is not adjacent to an ally, inflicts Atk/Def-5 on foe and neutralizes foe's bonuses to Atk/Def (from skills like Fortify, Rally, etc.) during combat.",200,No
,Deck Swabber+,14,1,"If unit is not adjacent to an ally, inflicts Atk/Def-5 on foe and neutralizes foe's bonuses to Atk/Def (from skills like Fortify, Rally, etc.) during combat.",300,No
,Defier's Axe,10,1,"At start of combat, if foe's HP ≥ 75%, grants Def+5 to unit and inflicts Def-5 on foe during combat, and also, if foe has bonuses, grants bonus to unit's Def and inflicts penalty on foe's Def during combat = current bonus on foe's Def. Calculates each stat bonus and penalty independently.",200,No
,Defier's Axe+,14,1,"At start of combat, if foe's HP ≥ 75%, grants Def+5 to unit and inflicts Def-5 on foe during combat, and also, if foe has bonuses, grants bonus to unit's Def and inflicts penalty on foe's Def during combat = current bonus on foe's Def. Calculates each stat bonus and penalty independently.",300,No
,Desert-Tiger Axe,16,1,"At the start of turn 1, grants Special cooldown count-1 to unit and allies with HP < unit's HP. At start of turn, grants Atk/Spd+6, ""neutralizes unit's penalties during combat,"" and【Null Panic】 to unit and allies with HP < unit’s HP for 1 turn. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+4 to unit during combat.【Null Panic】If unit is inflicted with Panic (bonuses converted into penalties), neutralizes the ""converts bonuses on target into penalties"" effect for 1 turn. (Even though the effect is neutralized, the Panic status remains, and is treated as a Penalty status.)",400,Yes
,Devil Axe,16,1,"Grants Atk/Spd/Def/Res+4 during combat, but if unit attacked, deals 4 damage to unit after combat.",400,Yes
,Dolphin-Dive Axe,16,1,"Enables【Canto (２)】.Effective against sword, lance, axe, colorless bow, and armored foes. Grants Atk+3. If unit initiates combat or if unit is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 during combat.【Canto (２)】After an attack, Assist skill, or structure destruction, unit can move ２ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",400,Yes
,Draconic Poleax,16,1,"If unit has weapon-triangle advantage, boosts Atk by 20%. If unit has weapon-triangle disadvantage, reduces Atk by 20%.",400,Yes
,Dragoon Axe,16,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if foe's HP = 100%, grants Atk/Spd/Def/Res+4 during combat and inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.)",400,Yes
,Eagle's Heart,16,1,"Enables【Canto (Rem. +1; Min ２)】.Accelerates Special trigger (cooldown count-1).After Canto, if unit entered combat on the current turn, grants another action to unit, and re-enables Canto (once per turn; does not trigger when affected by effects of traps in Aether Raids during Canto).If unit initiates combat or the number of allies adjacent to unit ≤ 1, inflicts penalty on foe's Atk/Def = 20% of unit's Def at start of combat + 6, unit deals +X × 5 damage (X = number of Bonus effects active on unit, excluding stat bonuses + number of Penalty effects active on foe, excluding stat penalties; max 5; excluding area-of-effect Specials), and reduces damage from foe's attacks by X × 3 during combat (excluding area-of-effect Specials), and also, reduces damage by an additional X × 3 when foe's attack triggers foe's Special (excluding area-of-effect Specials), grants Special cooldown count-1 to unit before unit's first attack during combat, and restores 7 HP to unit after combat.【Canto (Rem. +1; Min ２)】After an attack, Assist skill, or structure destruction, unit can move spaces = any movement not already used that turn +1 (min ２; if unit used a movement skill that warped them, unit can move ２ space(s)). (Once per turn. Only highest value applied. Does not stack.)",400,Yes
,Ebon Bölverk,16,1,"Accelerates Special trigger (cooldown count-1).At start of turn, if unit is within 2 spaces of 2 or more allies, grants【Null Follow-Up】and Special cooldown charge +1 per attack during combat to unit for 1 turn. (Only highest value applied. Does not stack.) If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit during combat and restores 7 HP to unit after combat.【Null Follow-Up】If unit's Spd > foe's Spd during combat, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks for 1 turn.",400,Yes
,Eldhrímnir,16,1,"Effective against beast foes. Grants Spd+3. At start of combat, if unit's Res > foe's Res, reduces foe's Atk/Spd by 50% of difference between stats during combat. (Calculates reduction before combat. Maximum penalty of -8.)",400,Yes
,Emerald Axe,8,1,"If unit has weapon-triangle advantage, boosts Atk by 20%. If unit has weapon-triangle disadvantage, reduces Atk by 20%.",200,No
,Emerald Axe+,12,1,"If unit has weapon-triangle advantage, boosts Atk by 20%. If unit has weapon-triangle disadvantage, reduces Atk by 20%.",300,No
,Fair-Fury Axe,16,1,"Accelerates Special trigger (cooldown count-1). If unit initiates combat or is within 2 spaces of an ally, deals damage = 15% of unit's Atk and grants Atk/Spd+6 to unit during combat.",400,Yes
,Faithful Axe,10,1,"If unit is adjacent to an ally, grants Atk/Spd/Def/Res+3 during combat.",200,No
,Faithful Axe+,14,1,"If unit is adjacent to an ally, grants Atk/Spd/Def/Res+3 during combat.",300,No
,Fanged Basilikos,16,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 to unit during combat.",400,Yes
,Father's-Son Axe,10,1,"Inflicts Spd-5. Unit attacks twice. (Even if foe initiates combat, unit attacks twice.)",400,Yes
,Firesweep Axe,11,1,Unit and foe cannot counterattack.,200,No
,Firesweep Axe+,15,1,Unit and foe cannot counterattack.,300,No
,Flame Battleaxe,16,1,"At start of combat, if unit's HP ≥ 25%, inflicts Atk/Def-X on foe during combat (X = 15 - foe's max Special cooldown count value × 2; min 7; if foe does not have a Special skill, penalty = 7) and inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack).",400,Yes
,Flower Hauteclere,16,1,"Accelerates Special trigger (cooldown count-1). At start of turn, if unit's HP ≥ 25%, unit can move 1 extra space (that turn only; does not stack) and grants the following status to unit for 1 turn: ""Unit can move to a space adjacent to any ally within 2 spaces."" At the start of combat, if unit's HP ≥ 25%, inflicts Atk/Def-6 on foe during combat.",400,Yes
,Flower of Caring,16,1,"Accelerates Special trigger (cooldown count-1). For allies in cardinal directions of unit, grants Atk/Spd+5 to ally during their combat and restores 5 HP to ally after their combat. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit during combat, reduces damage from foe's first attack during combat by 40%, and restores 5 HP to unit after combat, and also, if an ally is in a cardinal direction of unit, grants an additional Atk/Spd/Def/Res+4 to unit during combat.",400,Yes
,Frederick's Axe,16,1,Effective against armored foes.,400,Yes
,Freikugel,16,1,"Grants Spd+3. At start of ally's combat, if unit is within 2 spaces of any allies with Def > unit's Def, grants Atk/Spd+4 to those allies during combat. At start of unit's combat, if unit is not within 2 spaces of any allies with Def > unit's Def, grants Atk/Spd+6 to unit during combat.",400,Yes
,Fuming Freikugel,16,1,"Accelerates Special trigger (cooldown count-1). At start of combat for allies within 2 spaces of unit, if the ally has Def > unit's Def or if unit has not entered combat during the current phase, grants Atk/Spd/Def/Res+3 and ""reduces damage from foe's first attack by 20%"" to those allies during combat. At start of unit's combat, if unit is not within 2 spaces of any allies with Def > unit's Def or if unit is not adjacent to an ally, grants Atk/Spd+6 to unit during combat, reduces damage from foe's first attack by 40% during combat, and deals damage = X% of unit's Spd when Special triggers (X = unit's max Special cooldown count value × 10, + 20; excludes area-of-effect Specials).",400,Yes
,Garm,16,1,"Grants Atk+3. If a bonus granted by a skill like Rally or Hone and/or 1 extra space of movement granted by a skill like Armor March or Armored Boots is active, unit makes a guaranteed follow-up attack.",400,Yes
,Gate-Anchor Axe,16,1,"Accelerates Special trigger (cooldown count-1).If unit is not adjacent to an ally, grants Def/Res+5 to unit and inflicts Def/Res-5 on foe during combat and unit makes a guaranteed follow-up attack.",400,Yes
,Gerbera Axe,16,1,"Grants Spd+3. If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants ""neutralizes foe's bonuses during combat"" to unit and target ally or unit and targeting ally for 1 turn. If foe initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+5 to unit during combat and reduces damage from foe's first attack during combat by 40%.",400,Yes
,Giant Spoon,9,1,Deals +10 damage when Special triggers.,200,No
,Giant Spoon+,13,1,Deals +10 damage when Special triggers.,300,No
,Goddess Axe,11,1,"Grants Def+5 and inflicts Spd/Res-5 on unit. Unit attacks twice. (Even if foe initiates combat, unit attacks twice.)",400,Yes
,Grado Poleax,16,1,Accelerates Special trigger (cooldown count-1).,400,Yes
,Guard Axe,10,1,Inflicts Special cooldown charge -1 on foe per attack during combat. (Only highest value applied. Does not stack.),200,No
,Guard Axe+,14,1,Inflicts Special cooldown charge -1 on foe per attack during combat. (Only highest value applied. Does not stack.),300,No
,Guardian's Axe,16,1,Accelerates Special trigger (cooldown count-1).,400,Yes
,Hack-o'-Lantern,10,1,Inflicts Special cooldown charge -1 on foe per attack during combat. (Only highest value applied. Does not stack.),200,No
,Hack-o'-Lantern+,14,1,Inflicts Special cooldown charge -1 on foe per attack during combat. (Only highest value applied. Does not stack.),300,No
,Hagoita,10,1,Grants Def/Res+2 to allies within 2 spaces during combat.,200,No
,Hagoita+,14,1,Grants Def/Res+2 to allies within 2 spaces during combat.,300,No
,Hammer,8,1,Effective against armored foes.,200,No
,Hammer+,12,1,Effective against armored foes.,300,No
,Handbell,10,1,"If foe initiates combat, grants Atk/Spd/Def/Res+2 during combat.",200,No
,Handbell+,14,1,"If foe initiates combat, grants Atk/Spd/Def/Res+2 during combat.",300,No
,Hauteclere,16,1,Accelerates Special trigger (cooldown count-1).,400,Yes
,Headsman Glitnir,16,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, inflicts Atk/Spd/Def-5 on foe during combat, grants Special cooldown charge +1 to unit and inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack), and also, if foe can counter, or if foe initiates combat, unit makes a guaranteed follow-up attack.",400,Yes
,Heavy War Axe,16,1,"Grants Def+3. At start of turn, if unit is within 2 spaces of an ally, grants Atk/Def+6, 【Bonus Doubler】, and ""foe cannot make a follow-up attack"" to unit for 1 turn. At start of turn, grants Atk/Def+6,【Bonus Doubler】, and ""foe cannot make a follow-up attack"" to any support partner within 2 spaces of unit or, if unit is not on a team with unit's support partner, to ally with the highest Def within 2 spaces of unit for 1 turn. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit, unit makes a guaranteed follow-up attack, deals damage = 20% of unit's Def (excluding area-of-effect Specials), and reduces damage from attacks by 30% during combat (excluding area-of-effect Specials).【Bonus Doubler】Grants bonus to Atk/Spd/Def/Res during combat = current bonus on each of unit's stats for 1 turn. Calculates each stat bonus independently.",400,Yes
,Hel's Reaper,16,1,"Accelerates Special trigger (cooldown count-1). Neutralizes ""effective against flying"" bonuses. If foe does not use magic or staff, calculates damage using foe's Res, and if unit’s HP > 1 and foe would reduce unit’s HP to 0, unit survives with 1 HP. (Once per combat. Does not stack.)",400,Yes
,Helmsman Axe,10,1,"If unit initiates combat, inflicts Atk/Spd/Def/Res-4 on foe during combat.",200,No
,Helmsman Axe+,14,1,"If unit initiates combat, inflicts Atk/Spd/Def/Res-4 on foe during combat.",300,No
,Hippity-Hop Axe,16,1,"Accelerates Special trigger (cooldown count-1). Grants Atk/Spd/Def/Res+4 and ""reduces damage from foe's attacks by X%"" (if unit's HP = 100% at start of combat, X = unit's HP value at start of combat; if not, X = 50% of unit's HP value at start of combat; max 60; excluding area-of-effect Specials) to allies within 2 spaces of unit during their combat, and also, if the damage reduction effect of this skill is triggered, deals 1 damage to unit after combat (deals 1 damage even if damage reduction effect is neutralized). At start of turn, if unit is within 2 spaces of an ally, restores 7 HP to unit and allies within 2 spaces of unit. If unit is within 3 spaces of an ally, grants Atk/Spd/Def/Res+Y to unit (Y = number of allies within 3 spaces of unit × 3, + 5; max 14; if unit is within 3 spaces of a dragon ally, Y = 14), neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit, and reduces damage from foe's first attack by Z% during combat (Z = unit's HP at start of combat; max 60; ""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).",400,Yes
,Huge Fan,10,1,"If【Bonus】is active on unit, grants Atk/Def+4 and Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.)【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",200,No
,Huge Fan+,14,1,"If【Bonus】is active on unit, grants Atk/Def+4 and Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.)【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",300,No
