Sprite,Weapon,Might,Range,Description,SP,Exclusive
,Incurable+,12,2,"Foe cannot recover HP during or after combat. After combat, if unit attacked, deals 7 damage to and inflicts【Deep Wounds】on target and foes within 2 spaces of target.【Deep Wounds】Unit's HP cannot be healed through its next action.",300,No
,Joyous Lantern,8,2,"At start of turn, grants Def/Res+3 to ally with the highest Atk for 1 turn. (Excludes unit.)",200,No
,Joyous Lantern+,12,2,"At start of turn, grants Def/Res+5 to ally with the highest Atk for 1 turn. (Excludes unit.)",300,No
,Kia Staff,14,2,"Calculates damage from staff like other weapons. At start of turn, if【Penalty】is active on any allies within 4 spaces of unit (excluding unit), grants Atk/Spd+6 to ally with the lowest HP among them for 1 turn and neutralizes any【Penalty】on that ally (excluding penalties inflicted at start of turn). (If【Penalty】is not active on any ally within 4 spaces of unit, targets ally with the lowest HP among them instead.)【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",400,Yes
,Kitty-Cat Parasol,14,2,"Calculates damage from staff like other weapons. Accelerates Special trigger (cooldown count-1; max cooldown count value cannot be reduced below 1). For allies within 2 spaces of unit, grants Special cooldown charge +1 to ally per attack (only highest value applied; does not stack), neutralizes their foe's bonuses to Atk (from skills like Fortify, Rally, etc.), and reduces damage from attacks by 30% (excluding area- of-effect Specials) during their combat. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Res+6 to unit during combat and unit makes a guaranteed follow-up attack.",400,Yes
,Kumade,8,2,"At start of turn, inflicts Atk/Spd-3 on foe on the enemy team with the highest Def through its next action.",200,No
,Kumade+,12,2,"At start of turn, inflicts Atk/Spd-5 on foe on the enemy team with the highest Def through its next action.",300,No
,Martyr's Staff,14,2,"Calculates damage from staff like other weapons. Accelerates Special trigger (cooldown count-1; max cooldown count value cannot be reduced below 1).At start of player phase or enemy phase, if unit is within 3 spaces of an ally, grants Atk/Res+6,【Bonus Doubler】, and ""neutralizes penalties on unit during combat"" to unit and allies within 3 spaces of unit for 1 turn.If unit initiates combat or is within 3 spaces of an ally, inflicts penalty on foe's Atk/Res = 20% of unit's Res at start of combat + 6, unit deals +X × 5 damage (X = the total of the number of Bonus effects active on unit and the number of Penalty effects active on foe, excluding stat bonuses and stat penalties; max 5; excluding area-of-effect Specials; if the ""calculates damage from staff like other weapons"" effect is neutralized, damage from staff is calculated after combat damage is added), and unit makes a guaranteed follow-up attack during combat.Grants Atk/Res+5 to allies within 3 spaces of unit during combat.Grants ""if unit's HP > 1 and foe would reduce unit's HP to 0 during combat, unit survives with 1 HP and after combat, restores 99 HP to unit"" to allies within 3 spaces of unit (effect only triggers for player's team once per map and does not stack with non-Special effects that allow unit to survive with 1 HP if foe's attack would reduce unit's HP to 0; when any other such effect triggers on an ally granted this effect, this effect will trigger too).【Bonus Doubler】Grants bonus to Atk/Spd/Def/Res during combat = current bonus on each of unit's stats for 1 turn. Calculates each stat bonus independently.",400,Yes
,Melancholy,8,2,"After combat, if unit attacked, resets Special cooldown of foe, and inflicts【Guard】on foe. (Neutralizes Special cooldown count reductions after combat, but skills that Accelerate and Slow Special are still effective.)【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)",200,No
,Melancholy+,12,2,"After combat, if unit attacked, resets Special cooldown of target and foes within 2 spaces of target, and inflicts【Guard】on target and foes within 2 spaces of target. (Neutralizes Special cooldown count reductions after combat, but skills that Accelerate and Slow Special are still effective.)【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)",300,No
,Mystic War Staff,14,2,"Grants Atk+3. Calculates damage from staff like other weapons. At start of turn, if unit is within 2 spaces of an ally, grants Def/Res+6 and ""foe cannot make a follow-up attack"" to unit and allies within 2 spaces of unit for 1 turn. If unit is within 3 spaces of an ally, grants Atk/Res+6 to unit and unit makes a guaranteed follow-up attack during combat.",400,Yes
,Observant Staff,8,2,"If unit is within 3 spaces of two allies in a support-partner pair (excluding unit), grants Atk/Spd/Def/Res+6 to unit during combat and neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat.",200,No
,Observant Staff+,12,2,"If unit is within 3 spaces of two allies in a support-partner pair (excluding unit), grants Atk/Spd/Def/Res+6 to unit during combat and neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat.",300,No
,Ovoid Staff,8,2,"At start of turn, restores 5 HP to unit and adjacent allies.",200,No
,Ovoid Staff+,12,2,"At start of turn, restores 7 HP to unit and adjacent allies.",300,No
,Pain,3,2,"After combat, if unit attacked, deals 10 damage to foe.",150,No
,Pain+,10,2,Deals 10 damage to target and foes within 2 spaces of target after combat.,300,No
,Palm Staff,8,2,Inflicts Atk/Spd-3 on foes within 2 spaces during combat.,200,No
,Palm Staff+,12,2,Inflicts Atk/Spd-5 on foes within 2 spaces during combat.,300,No
,Panic,7,2,"After combat, if unit attacked, converts bonuses on foe into penalties through its next action.",150,No
,Panic+,11,2,"After combat, if unit attacked, converts bonuses on target and foes within 2 spaces of target into penalties through their next actions.",300,No
,Punishment Staff,14,2,"Calculates damage from staff like other weapons. If unit initiates combat, grants Atk/Spd+4 during combat. After combat, if unit attacked, inflicts【Triangle Adept】on target and foes within 2 spaces of target.【Triangle Adept】If unit has weapon-triangle advantage, boosts Atk by 20% through its next action, and if unit has weapon-triangle disadvantage, reduces Atk by 20% through its next action.",400,Yes
,Rapport Wand,8,2,"At start of turn, grants Atk/Def+3 to ally with the highest Spd for 1 turn. (Excludes unit.)",200,No
,Rapport Wand+,12,2,"At start of turn, grants Atk/Def+5 to ally with the highest Spd for 1 turn. (Excludes unit.)",300,No
,Repair,14,2,"Calculates damage from staff like other weapons. Accelerates Special trigger (cooldown count-1; max cooldown count value cannot be reduced below 1). At start of turn, neutralizes any【Penalty】on unit and allies within 2 spaces of unit (excluding penalties inflicted at start of turn) and restores 20 HP to those units. Grants Atk/Spd/Def/Res+4 to allies within 2 spaces during combat. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit during combat and unit makes a guaranteed follow-up attack.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",400,Yes
,Respite,8,2,"Grants Def/Res+2 and ""inflicts Special cooldown charge -1 on foe per attack"" to allies within 2 spaces of unit during combat. (Only highest value applied. Does not stack.)",200,No
,Respite+,12,2,Grants Def/Res+2 and “inflicts Special cooldown charge -1 on foe per attack” to allies within 2 spaces of unit during combat. (Only highest value applied. Does not stack.),300,No
,Sacrifice Staff,14,2,"Foe cannot counterattack. Accelerates Special trigger (cooldown count-1; max cooldown count value cannot be reduced below 1). If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit and neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat. Grants Atk/Spd/Def/Res+4 during combat and ""if unit's HP > 1 and foe would reduce unit's HP to 0 during combat, unit survives with 1 HP and after combat, restores 99 HP to unit"" to allies within 2 spaces of unit (effect only triggers for player's team once per map and does not stack with non-Special effects that allow unit to survive with 1 HP if foe's attack would reduce unit's HP to 0; when any other such effect triggers on an ally granted this effect, this effect will trigger too).",400,Yes
,Salvage,14,2,"Accelerates Special trigger (cooldown count-1; max cooldown count value cannot be reduced below 1). Foe cannot counterattack.At start of turn, if unit is within 2 spaces of an ally, grants Atk/Spd+6,【Salvage】, and the following status to unit and allies within 2 spaces of unit for 1 turn: ""unit can move to a space adjacent to any ally within 2 spaces.""For allies with the【Salvage】effect active, when Canto triggers, if ally is within 6 spaces of unit, ally can move to a space within 2 spaces of unit, even if that movement exceeds the Canto distance limit.If unit initiates combat or is within 2 spaces of an ally, grants bonus to unit's Atk/Spd = 20% of unit's Spd at start of combat + 6, deals damage = 15% of foe's Atk (excluding area-of-effect Specials; calculates damage from staff after combat damage is added), neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks, and neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat.【Salvage】Enables【Canto (２)】.When【Canto Control】is applied to unit, if unit's Range = 1, unit can move 2 spaces with Canto instead of 1 space, and if unit's Range = 2, unit can move 1 space with Canto instead of 0 spaces.【Canto (２)】After an attack, Assist skill, or structure destruction, unit can move ２ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)【Canto Control】Limits the number of spaces target can move with Canto through their next action. If target's Range = 1, target can move 1 space when Canto triggers. If target's Range = 2, target's action ends when Canto triggers.",400,Yes
,Sanngriðr,14,2,"Foe cannot counterattack. If unit initiates combat, grants Atk/Spd+3 during combat. After combat, if unit attacked, inflicts【Gravity】on target and foes within 1 space of target.【Gravity】Restricts target's movement to 1 space through its next action.",400,Yes
,Seaside Parasol,8,2,"At start of turn, inflicts【Guard】on nearest foes within 5 spaces of unit and foes within 2 spaces of those foes equipped with a skill that can trigger the Savior effect. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 to unit and inflicts Res-X on foe during combat (X = number of【Bonus】and【Penalty】 effects active on foe × 4; max 16; excludes stat bonuses and stat penalties).【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",200,No
,Seaside Parasol+,12,2,"At start of turn, inflicts【Guard】on nearest foes within 5 spaces of unit and foes within 2 spaces of those foes equipped with a skill that can trigger the Savior effect. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 to unit and inflicts Res-X on foe during combat (X = number of【Bonus】and【Penalty】 effects active on foe × 4; max 16; excludes stat bonuses and stat penalties).【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",300,No
,Serpentine Staff,8,2,"Foe cannot recover HP during or after combat. After combat, if unit attacked, deals 7 damage to and inflicts【Deep Wounds】on target.【Deep Wounds】Unit's HP cannot be healed through its next action.",200,No
,Serpentine Staff+,12,2,"Foe cannot recover HP during or after combat. After combat, if unit attacked, deals 7 damage to and inflicts【Deep Wounds】on target and foes within 2 spaces of target.【Deep Wounds】Unit's HP cannot be healed through its next action.",300,No
,Slow,5,2,"After combat, if unit attacked, inflicts Spd-6 on foe through its next action.",150,No
,Slow+,12,2,"After combat, if unit attacked, inflicts Spd-7 on target and foes within 2 spaces of target through their next actions.",300,No
,Snowman Staff,14,2,"Accelerates Special trigger (cooldown count-1; max cooldown count value cannot be reduced below 1). Foe cannot counterattack.Unit can move to a space within 2 spaces of any ally within 2 spaces of unit.If a Rally or movement Assist skill is used by unit, grants【Foe Penalty Doubler】and Special cooldown count-1 to unit, target ally, and allies within 3 spaces of target ally after movement (Special cooldown count-1 effect granted only once per turn).If unit is within 3 spaces of an ally, grants bonus to unit's Atk/Spd = 6 + 20% of unit's Spd at start of combat, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks, and deals damage = 20% of unit's Spd during combat (excluding area-of-effect Specials; if the ""calculates damage from staff like other weapons"" effect is not active, damage from staff is calculated after combat damage is added).【Foe Penalty Doubler】Inflicts penalty on foe's Atk/Spd/Def/Res during combat = any current penalty on each of those stats for 1 turn. Calculates each stat penalty independently.",400,Yes
,Springtime Staff,14,2,"Grants Atk+3. Foe cannot counterattack. After combat, if unit attacked, inflicts 【Gravity】on target and foes within 1 space of target.【Gravity】Restricts target's movement to 1 space through its next action.",400,Yes
,Staff of Lilies,14,2,"Calculates damage from staff like other weapons. After combat, if unit attacked, resets Special cooldown of target and foes within 2 spaces of target, and inflicts【Guard】on target and foes within 2 spaces of target. (Neutralizes Special cooldown count reductions after combat, but skills that Accelerate and Slow Specials are still effective.) At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+4 to unit during combat.【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)",400,Yes
,Staff of Rausten,14,2,"Calculates damage from staff like other weapons. At start of turn, inflicts Res-6 and status preventing counterattacks on closest foes within 5 spaces of unit through their next actions. If unit initiates combat, grants Atk/Spd+6 during combat.",400,Yes
,Staff of the Saint,14,2,"Foe cannot counterattack. At start of turn, grants Def/Res+6 to allies within 2 spaces of unit for 1 turn and inflicts【False Start】on foes in cardinal directions of unit with Res < unit’s Res. (If False Start is inflicted at the same time that start-of-turn effects trigger for the opponent, effects other than healing, damage, or Divine Vein will trigger simultaneously.)【False Start】Through their next action, target cannot activate skill effects that trigger at start of turn. (Start-of-turn effects that cause unit to transform or that refresh availability of Duo Skills or Harmonized Skills will still trigger. If this effect is neutralized at start of turn by skills like Even Recovery, Odd Recovery, etc., effects that would have triggered at start of turn, like healing and damage, will then trigger.)",400,Yes
,Staff of Tribute,8,2,"If unit is within 3 spaces of an ally, grants Def/Res+6 to unit during combat and restores 5 HP to unit and adjacent allies after combat.",200,No
,Staff of Tribute+,12,2,"If unit is within 3 spaces of an ally, grants Def/Res+6 to unit during combat and restores 7 HP to unit and allies within 2 spaces after combat.",300,No
,Staff of Twelve,8,2,"At start of turn, restores 5 HP to ally that has been dealt the most damage. (Excludes unit.)",200,No
,Staff of Twelve+,12,2,"At start of turn, restores 10 HP to ally that has been dealt the most damage. (Excludes unit.)",300,No
,Staff of Yngvi,14,2,"Accelerates Special trigger (cooldown count-1; max cooldown count value cannot be reduced below 1).Foe cannot counterattack.Unit can move to a space adjacent to any ally within 5 spaces.If a Rally or movement Assist skill is used by unit, grants【Empathy】,【Canto (１)】, and the following status to unit and target ally for 1 turn: ""If unit initiates combat, unit makes a guaranteed follow-up attack.""If unit is within 3 spaces of an ally, grants bonus to unit's Atk/Res = 6 + 20% of unit's Res at start of combat, deals damage = 20% of unit's Res (excluding area-of-effect Specials; damage from staff is calculated after combat damage is added), and grants Special cooldown count-1 to unit before unit's first attack during combat.【Empathy】Grants bonus to unit's Atk/Spd/Def/Res = number of types of【Bonus】effects, excluding stat bonuses, and【Penalty】effects, excluding stat penalties, active on player team and enemy team during combat (max 7).【Canto (１)】After an attack, Assist skill, or structure destruction, unit can move １ space(s).(Once per turn. Only highest value applied. Does not stack.)【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",400,Yes
,Sunlight,8,2,"At start of turn, inflicts【Guard】on nearest foes within 5 spaces of unit and foes within 2 spaces of those foes equipped with a skill that can trigger the Savior effect. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 to unit and inflicts Res-X on foe during combat (X = number of【Bonus】and【Penalty】 effects active on foe × 4; max 16; excludes stat bonuses and stat penalties).【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",200,No
,Sunlight+,12,2,"At start of turn, inflicts【Guard】on nearest foes within 5 spaces of unit and foes within 2 spaces of those foes equipped with a skill that can trigger the Savior effect. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 to unit and inflicts Res-X on foe during combat (X = number of【Bonus】and【Penalty】 effects active on foe × 4; max 16; excludes stat bonuses and stat penalties).【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",300,No
,Sunshade Staff,14,2,"Calculates damage from staff like other weapons. Grants Atk+6 to allies within 2 spaces during combat. Grants Special cooldown charge +1 per foe's attack to allies within 2 spaces during their combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.) If unit is not adjacent to an ally, grants Atk/Spd+6 to unit during combat.",400,Yes
,Supreme Thökk,14,2,"Enables【Canto (１)】.Calculates damage from staff like other weapons. Accelerates Special trigger (cooldown count-1; max cooldown count cannot be reduced below 1). At start of turn, if unit's HP ≥ 25%, grants Special cooldown count-1 to unit. At start of combat, if unit's HP ≥ 25%, grants Atk/Res+X to unit (X = 6 + 20% of unit's Res at start of combat), unit makes a guaranteed follow-up attack, and unit deals damage = 20% of unit's Res during combat (excluding area-of-effect Specials).【Canto (１)】After an attack, Assist skill, or structure destruction, unit can move １ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",400,Yes
,Tannenbaton,8,2,Grants Def/Res+2 and “inflicts Special cooldown charge -1 on foe per attack” to allies within 2 spaces of unit during combat. (Only highest value applied. Does not stack.),200,No
,Tannenbaton+,12,2,Grants Def/Res+2 and “inflicts Special cooldown charge -1 on foe per attack” to allies within 2 spaces of unit during combat. (Only highest value applied. Does not stack.),300,No
File:Weapon Thief weapon.png,Thief,14,2,"Foe cannot counterattack. Accelerates Special trigger (cooldown count-1; max cooldown count value cannot be reduced below 1). At start of turn, grants the【Bonus】effects active on the foe with the most【Bonus】effects active (excluding stat bonuses) to unit and allies within 2 spaces for 1 turn, and neutralizes【Bonus】effects active on that foe (excluding bonuses granted at the start of the same turn). Inflicts Atk/Spd/Def/Res-4 on foes within 3 columns or 3 rows centered on unit during combat. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+6 to unit during combat, and deals damage = number of【Bonus】effects active on unit, excluding stat bonuses, × 5 (max 20; excluding area-of-effect Specials).【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",400,Yes
,Thökk,14,2,"Calculates damage from staff like other weapons.At start of turn, if foe's HP ≤ unit's HP-3 and foe is in cardinal direction and uses bow, dagger, magic, or staff, foe cannot move more than 1 space through its action.",400,Yes
,Toasty Skewer,8,2,"If a foe initiates combat against an ally within 2 spaces of unit, grants Def/Res+3 to that ally during combat.",200,No
,Toasty Skewer+,12,2,"If a foe initiates combat against an ally within 2 spaces of unit, grants Def/Res+3 to that ally during combat.",300,No
,Trilemma,8,2,"After combat, if unit attacked, inflicts the following status on foe through its next action: ""If unit has weapon-triangle advantage, boosts Atk by 20%. If unit has weapon-triangle disadvantage, reduces Atk by 20%.""",200,No
,Trilemma+,12,2,"After combat, if unit attacked, inflicts the following status on target and foes within 2 spaces of target through their next actions: ""If unit has weapon-triangle advantage, boosts Atk by 20%. If unit has weapon-triangle disadvantage, reduces Atk by 20%.""",300,No
