Icon,Name,Description,SP,Exclusive
,AR-D Def/Res 1,"If defending in Aether Raids, grants Def/Res+X during combat. (Calculates X based on number of your defensive structures: ≥5 structures grants +4; 4 grants +3; 3 grants +2; ≤2 grants +1. Destroyed defensive structures are not counted.)",60,No
,AR-D Def/Res 2,"If defending in Aether Raids, grants Def/Res+X during combat. (Calculates X based on number of your defensive structures: ≥5 structures grants +7; 4 grants +5; 3 grants +3; ≤2 grants +1. Destroyed defensive structures are not counted.)",120,No
,AR-D Def/Res 3,"If defending in Aether Raids, grants Def/Res+X during combat. (Calculates X based on number of your defensive structures: ≥5 structures grants +10; 4 grants +7; 3 grants +4; ≤2 grants +1. Destroyed defensive structures are not counted.)",240,No
,AR-D Def/Res 4,"If defending in Aether Raids, grants Def/Res+X during combat. (Calculates X based on number of your defensive structures: ≥5 structures grants +11; 4 grants +7; ≤3 grants +3. Destroyed defensive structures are not counted.)",300,No
,AR-D Spd/Def 1,"If defending in Aether Raids, grants Spd/Def+X during combat. (Calculates X based on number of your defensive structures: ≥5 structures grants +4; 4 grants +3; 3 grants +2; ≤2 grants +1. Destroyed defensive structures are not counted.)",60,No
,AR-D Spd/Def 2,"If defending in Aether Raids, grants Spd/Def+X during combat. (Calculates X based on number of your defensive structures: ≥5 structures grants +7; 4 grants +5; 3 grants +3; ≤2 grants +1. Destroyed defensive structures are not counted.)",120,No
,AR-D Spd/Def 3,"If defending in Aether Raids, grants Spd/Def+X during combat. (Calculates X based on number of your defensive structures: ≥5 structures grants +10; 4 grants +7; 3 grants +4; ≤2 grants +1. Destroyed defensive structures are not counted.)",240,No
,AR-D Spd/Res 1,"If defending in Aether Raids, grants Spd/Res+X during combat. (Calculates X based on number of your defensive structures: ≥5 structures grants +4; 4 grants +3; 3 grants +2; ≤2 grants +1. Destroyed defensive structures are not counted.)",60,No
,AR-D Spd/Res 2,"If defending in Aether Raids, grants Spd/Res+X during combat. (Calculates X based on number of your defensive structures: ≥5 structures grants +7; 4 grants +5; 3 grants +3; ≤2 grants +1. Destroyed defensive structures are not counted.)",120,No
,AR-D Spd/Res 3,"If defending in Aether Raids, grants Spd/Res+X during combat. (Calculates X based on number of your defensive structures: ≥5 structures grants +10; 4 grants +7; 3 grants +4; ≤2 grants +1. Destroyed defensive structures are not counted.)",240,No
,AR-O Atk/Def 1,"If attacking in Aether Raids, grants Atk/Def+X during combat. (Calculates X based on number of foe's defensive structures: ≤2 structures grants +4; 3 grants +3; 4 grants +2; ≥5 grants +1. Destroyed defensive structures are not counted.)",60,No
,AR-O Atk/Def 2,"If attacking in Aether Raids, grants Atk/Def+X during combat. (Calculates X based on number of foe's defensive structures: ≤2 structures grants +7; 3 grants +5; 4 grants +3; ≥5 grants +1. Destroyed defensive structures are not counted.)",120,No
,AR-O Atk/Def 3,"If attacking in Aether Raids, grants Atk/Def+X during combat. (Calculates X based on number of foe's defensive structures: ≤2 structures grants +10; 3 grants +7; 4 grants +4; ≥5 grants +1. Destroyed defensive structures are not counted.)",240,No
,AR-O Atk/Spd 1,"If attacking in Aether Raids, grants Atk/Spd+X during combat. (Calculates X based on number of foe's defensive structures: ≤2 structures grants +4; 3 grants +3; 4 grants +2; ≥5 grants +1. Destroyed defensive structures are not counted.)",60,No
,AR-O Atk/Spd 2,"If attacking in Aether Raids, grants Atk/Spd+X during combat. (Calculates X based on number of foe's defensive structures: ≤2 structures grants +7; 3 grants +5; 4 grants +3; ≥5 grants +1. Destroyed defensive structures are not counted.)",120,No
,AR-O Atk/Spd 3,"If attacking in Aether Raids, grants Atk/Spd+X during combat. (Calculates X based on number of foe's defensive structures: ≤2 structures grants +10; 3 grants +7; 4 grants +4; ≥5 grants +1. Destroyed defensive structures are not counted.)",240,No
,AR-O Spd/Res 1,"If attacking in Aether Raids, grants Spd/Res+X during combat. (Calculates X based on number of foe's defensive structures: ≤2 structures grants +4; 3 grants +3; 4 grants +2; ≥5 grants +1. Destroyed defensive structures are not counted.)",60,No
,AR-O Spd/Res 2,"If attacking in Aether Raids, grants Spd/Res+X during combat. (Calculates X based on number of foe's defensive structures: ≤2 structures grants +7; 3 grants +5; 4 grants +3; ≥5 grants +1. Destroyed defensive structures are not counted.)",120,No
,AR-O Spd/Res 3,"If attacking in Aether Raids, grants Spd/Res+X during combat. (Calculates X based on number of foe's defensive structures: ≤2 structures grants +10; 3 grants +7; 4 grants +4; ≥5 grants +1. Destroyed defensive structures are not counted.)",240,No
,Armored Blow 1,"If unit initiates combat, grants Def+2 during combat.",50,No
,Armored Blow 2,"If unit initiates combat, grants Def+4 during combat.",100,No
,Armored Blow 3,"If unit initiates combat, grants Def+6 during combat.",200,No
,Ashera's Chosen+,"Neutralizes ""effective against flying"" bonuses. If unit is adjacent to only beast or dragon allies, if unit is not adjacent to any ally, or if foe's HP ≥ 75% at start of combat, grants Atk/Def/Res+9 to unit during combat, and also, if unit's Res > foe's Res, deals damage = 70% of the difference between stats (max 7) and reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 4 (max 40%).",300,Yes
,Ashera's Chosen,"Neutralizes ""effective against flying"" bonuses. If unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, grants Atk/Def+6 during combat.",300,Yes
,Atk/Def Bond 1,"If unit is adjacent to an ally, grants Atk/Def+3 during combat.",60,No
,Atk/Def Bond 2,"If unit is adjacent to an ally, grants Atk/Def+4 during combat.",120,No
,Atk/Def Bond 3,"If unit is adjacent to an ally, grants Atk/Def+5 during combat.",240,No
,Atk/Def Bond 4,"If unit is adjacent to an ally, grants Atk/Def+7 to unit and neutralizes unit's penalties to Atk/Def during combat.",300,No
,Atk/Def Catch 1,"At start of combat, if foe's HP = 100% or if【Penalty】is active on foe, grants Atk/Def+3 to unit during combat.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",60,No
,Atk/Def Catch 2,"At start of combat, if foe's HP = 100% or if【Penalty】is active on foe, grants Atk/Def+4 to unit during combat.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",120,No
,Atk/Def Catch 3,"At start of combat, if foe's HP = 100% or if【Penalty】is active on foe, grants Atk/Def+5 to unit during combat.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",240,No
,Atk/Def Catch 4,"At start of combat, if foe's HP = 100% or if【Penalty】is active on foe, grants Atk/Def+7 to unit during combat. At start of combat, if foe's HP = 100% and【Penalty】is active on foe, grants an additional Atk/Def+2 to unit during combat.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",300,No
,Atk/Def Clash 1,"If unit or foe initiates combat after moving to a different space, grants bonus to unit's Atk/Def during combat = X + 1. (X = number of spaces from start position to end position of whoever initiated combat; max 1.)",60,No
,Atk/Def Clash 2,"If unit or foe initiates combat after moving to a different space, grants bonus to unit's Atk/Def during combat = X + 3. (X = number of spaces from start position to end position of whoever initiated combat; max 2.)",120,No
,Atk/Def Clash 3,"If unit or foe initiates combat after moving to a different space, grants bonus to unit's Atk/Def during combat = X + 5. (X = number of spaces from start position to end position of whoever initiated combat; max 3.)",240,No
,Atk/Def Clash 4,"If unit or foe initiates combat after moving to a different space, grants bonus to unit's Atk/Def during combat = X + 6. (X = number of spaces from start position to end position of whoever initiated combat; max 4.) If X ≥ 2, neutralizes unit's penalties to Atk/Def during combat.",300,No
,Atk/Def Excel,"If unit or foe initiates combat after moving to a different space, grants Atk/Def+6 and Atk/Def+X to unit during combat (X = number of spaces from start position to end position of whoever initiated combat; max 4), and also, if unit initiates combat, reduces damage from foe's attacks by X × 3 during combat (excluding area-of-effect Specials). If foe's attack triggers foe's Special, reduces damage dealt to unit by X × 3 during combat (excluding area-of-effect Specials).",300,No
,Atk/Def Finish 1,"If unit is within 3 spaces of an ally, grants Atk/Def+2 to unit during combat, and also, if unit's Special is ready or unit's Special triggered before or during this combat, deals +1 damage during combat. (Except when dealing damage with area-of-effect Specials.)",60,No
,Atk/Def Finish 2,"If unit is within 3 spaces of an ally, grants Atk/Def+4 to unit during combat, and also, if unit's Special is ready or unit's Special triggered before or during this combat, deals +3 damage during combat. (Except when dealing damage with area-of-effect Specials.)",120,No
,Atk/Def Finish 3,"If unit is within 3 spaces of an ally, grants Atk/Def+6 to unit during combat, and also, if unit's Special is ready or unit's Special triggered before or during this combat, deals +5 damage during combat. (Except when dealing damage with area-of-effect Specials.)",240,No
,Atk/Def Finish 4,"If unit is within 3 spaces of an ally, grants Atk/Def+7 to unit during combat, and also, if unit's Special is ready or unit's Special triggered before or during this combat, deals +5 damage during combat (except when dealing damage with area-of-effect Specials), and when unit deals damage to foe during combat, restores 7 HP to unit. (Triggers even if 0 damage is dealt.)",300,No
,Atk/Def Form 1,"If unit is within 2 spaces of an ally, grants Atk/Def+X to unit during combat (X = number of allies within 2 spaces; max 3).",60,No
,Atk/Def Form 2,"If unit is within 2 spaces of an ally, grants Atk/Def+X to unit during combat (X = number of allies within 2 spaces + 2; max 5).",120,No
,Atk/Def Form 3,"If unit is within 2 spaces of an ally, grants Atk/Def+X to unit during combat (X = 2 × number of allies within 2 spaces, + 1; max 7).",240,No
,Atk/Def Fortune,"If unit can transform, transformation effects gain ""if unit is within 2 spaces of a beast or dragon ally, or if number of adjacent allies other than beast or dragon allies ≤ 2"" as a trigger condition (in addition to existing conditions).If defending in Aether Raids, at the start of enemy turn 1, if conditions for transforming are met, unit transforms.If unit is transformed or if foe initiates combat, grants Atk/Def+8 to unit and neutralizes foe's bonuses to Atk/Def during combat, and restores 7 HP to unit after combat.",300,No
,Atk/Def Ideal 1,"At start of combat, if unit's HP = 100% or if【Bonus】is active on unit, grants Atk/Def+3 to unit during combat.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",60,No
,Atk/Def Ideal 2,"At start of combat, if unit's HP = 100% or if【Bonus】is active on unit, grants Atk/Def+4 to unit during combat.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",120,No
,Atk/Def Ideal 3,"At start of combat, if unit's HP = 100% or if【Bonus】is active on unit, grants Atk/Def+5 to unit during combat.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",240,No
,Atk/Def Ideal 4,"At start of combat, if unit's HP = 100% or if【Bonus】is active on unit, grants Atk/Def+7 to unit during combat. At start of combat, if unit's HP = 100% and【Bonus】is active on unit, grants an additional Atk/Def+2 to unit during combat.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",300,No
,Atk/Def Prime 1,"If【Bonus】is active on unit, grants Atk/Def+X to unit during combat (X = number of【Bonus】effects active on unit, excluding stat bonuses, × 2, + 1; max 3).【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",60,No
,Atk/Def Prime 2,"If【Bonus】is active on unit, grants Atk/Def+X to unit during combat (X = number of【Bonus】effects active on unit, excluding stat bonuses, × 2, + 1; max 5).【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",120,No
,Atk/Def Prime 3,"If【Bonus】is active on unit, grants Atk/Def+X to unit during combat (X = number of【Bonus】effects active on unit, excluding stat bonuses, × 2, + 3; max 7).【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",240,No
,Atk/Def Prime 4,"If【Bonus】is active on unit, grants Atk/Def+X to unit during combat (X = number of【Bonus】effects active on unit, excluding stat bonuses, × 2, + 3; max 9), and also, if number of【Bonus】effects active on unit (excluding stat bonuses) ≥ 4, unit can counterattack regardless of foe's range during combat.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",300,No
,Atk/Def Push 1,"At start of combat, if unit's HP = 100%, grants Atk/Def+3, but if unit attacked, deals 1 damage to unit after combat.",60,No
,Atk/Def Push 2,"At start of combat, if unit's HP = 100%, grants Atk/Def+4, but if unit attacked, deals 1 damage to unit after combat.",120,No
,Atk/Def Push 3,"At start of combat, if unit's HP = 100%, grants Atk/Def+5, but if unit attacked, deals 1 damage to unit after combat.",240,No
,Atk/Def Push 4,"At start of combat, if unit's HP ≥ 25%, grants Atk/Def+7, but if unit attacked, deals 5 damage to unit after combat.",300,No
,Atk/Def Scowl 1,"If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Atk/Def+2 to unit during combat, and also, if foe's attack can trigger foe's Special and unit's Res ≥ foe's Res+15 during combat, inflicts Special cooldown count+1 on foe before foe's first attack (cannot exceed foe's maximum Special cooldown).",60,No
,Atk/Def Scowl 2,"If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Atk/Def+4 to unit during combat, and also, if foe's attack can trigger foe's Special and unit's Res ≥ foe's Res+12 during combat, inflicts Special cooldown count+1 on foe before foe's first attack (cannot exceed foe's maximum Special cooldown).",120,No
,Atk/Def Scowl 3,"If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Atk/Def+6 to unit during combat, and also, if foe's attack can trigger foe's Special and unit's Res ≥ foe's Res+9 during combat, inflicts Special cooldown count+1 on foe before foe's first attack (cannot exceed foe's maximum Special cooldown).",240,No
,Atk/Def Scowl 4,"If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Atk/Def+7 to unit during combat, and also, if foe's attack can trigger foe's Special and unit's Res ≥ foe's Res+5 during combat, inflicts Special cooldown count+1 on foe before foe's first attack (cannot exceed foe's maximum Special cooldown).",300,No
,Atk/Def Solo 1,"If unit is not adjacent to an ally, grants Atk/Def+2 during combat.",60,No
,Atk/Def Solo 2,"If unit is not adjacent to an ally, grants Atk/Def+4 during combat.",120,No
,Atk/Def Solo 3,"If unit is not adjacent to an ally, grants Atk/Def+6 during combat.",240,No
,Atk/Def Solo 4,"If unit is not adjacent to an ally, grants Atk/Def+7 during combat.",300,No
,Atk/Def Unity,"If unit is within 2 spaces of an ally, grants Atk/Def+5 and bonus to Atk/Def during combat = current penalty on each of those stats × 2. (Example: if unit has -7 penalty to Atk, grants Atk+19, for a net bonus of Atk+12.) Calculates each stat bonus independently.",300,No
,Atk/Res Bond 1,"If unit is adjacent to an ally, grants Atk/Res+3 during combat.",60,No
,Atk/Res Bond 2,"If unit is adjacent to an ally, grants Atk/Res+4 during combat.",120,No
,Atk/Res Bond 3,"If unit is adjacent to an ally, grants Atk/Res+5 during combat.",240,No
,Atk/Res Bond 4,"If unit is adjacent to an ally, grants Atk/Res+7 to unit and neutralizes unit's penalties to Atk/Res during combat.",300,No
,Atk/Res Catch 1,"At start of combat, if foe's HP = 100% or if【Penalty】is active on foe, grants Atk/Res+3 to unit during combat.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",60,No
,Atk/Res Catch 2,"At start of combat, if foe’s HP = 100% or if【Penalty】is active on foe, grants Atk/Res+4 to unit during combat.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",120,No
,Atk/Res Catch 3,"At start of combat, if foe’s HP = 100% or if【Penalty】is active on foe, grants Atk/Res+5 to unit during combat.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",240,No
,Atk/Res Catch 4,"At start of combat, if foe's HP = 100% or if【Penalty】is active on foe, grants Atk/Res+7 to unit during combat. At start of combat, if foe's HP = 100% and【Penalty】is active on foe, grants an additional Atk/Res+2 to unit during combat.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",300,No
,Atk/Res Finish 1,"If unit is within 3 spaces of an ally, grants Atk/Res+2 to unit during combat, and also, if unit's Special is ready or unit's Special triggered before or during this combat, deals +1 damage during combat. (Except when dealing damage with area-of-effect Specials.)",60,No
,Atk/Res Finish 2,"If unit is within 3 spaces of an ally, grants Atk/Res+4 to unit during combat, and also, if unit's Special is ready or unit's Special triggered before or during this combat, deals +3 damage during combat. (Except when dealing damage with area-of-effect Specials.)",120,No
,Atk/Res Finish 3,"If unit is within 3 spaces of an ally, grants Atk/Res+6 to unit during combat, and also, if unit's Special is ready or unit's Special triggered before or during this combat, deals +5 damage during combat. (Except when dealing damage with area-of-effect Specials.)",240,No
,Atk/Res Finish 4,"If unit is within 3 spaces of an ally, grants Atk/Res+7 to unit during combat, and also, if unit's Special is ready or unit's Special triggered before or during this combat, deals +5 damage during combat (except when dealing damage with area-of-effect Specials), and when unit deals damage to foe during combat, restores 7 HP to unit. (Triggers even if 0 damage is dealt.)",300,No
,Atk/Res Form 1,"If unit is within 2 spaces of an ally, grants Atk/Res+X to unit during combat (X = number of allies within 2 spaces; max 3).",60,No
,Atk/Res Form 2,"If unit is within 2 spaces of an ally, grants Atk/Res+X to unit during combat (X = number of allies within 2 spaces + 2; max 5).",120,No
,Atk/Res Form 3,"If unit is within 2 spaces of an ally, grants Atk/Res+X to unit during combat (X = 2 × number of allies within 2 spaces, + 1; max 7).",240,No
,Atk/Res Fortune,"If unit can transform, transformation effects gain ""if unit is within 2 spaces of a beast or dragon ally, or if number of adjacent allies other than beast or dragon allies ≤ 2"" as a trigger condition (in addition to existing conditions).If defending in Aether Raids, at the start of enemy turn 1, if conditions for transforming are met, unit transforms.If unit is transformed or if foe initiates combat, grants Atk/Res+8 to unit and neutralizes foe's bonuses to Atk/Def during combat, and restores 7 HP to unit after combat.",300,No
,Atk/Res Ideal 1,"At start of combat, if unit's HP = 100% or if【Bonus】is active on unit, grants Atk/Res+3 to unit during combat.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",60,No
,Atk/Res Ideal 2,"At start of combat, if unit's HP = 100% or if【Bonus】is active on unit, grants Atk/Res+4 to unit during combat.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",120,No
,Atk/Res Ideal 3,"At start of combat, if unit's HP = 100% or if【Bonus】is active on unit, grants Atk/Res+5 to unit during combat.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",240,No
,Atk/Res Ideal 4,"At start of combat, if unit's HP = 100% or if【Bonus】is active on unit, grants Atk/Res+7 to unit during combat. At start of combat, if unit's HP = 100% and【Bonus】is active on unit, grants an additional Atk/Res+2 to unit during combat.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",300,No
,Atk/Res Push 1,"At start of combat, if unit's HP = 100%, grants Atk/Res+3, but if unit attacked, deals 1 damage to unit after combat.",60,No
,Atk/Res Push 2,"At start of combat, if unit's HP = 100%, grants Atk/Res+4, but if unit attacked, deals 1 damage to unit after combat.",120,No
,Atk/Res Push 3,"At start of combat, if unit's HP = 100%, grants Atk/Res+5, but if unit attacked, deals 1 damage to unit after combat.",240,No
,Atk/Res Push 4,"At start of combat, if unit's HP ≥ 25%, grants Atk/Res+7, but after combat, if unit attacked, deals 5 damage to unit.",300,No
,Atk/Res Scowl 1,"If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Atk/Res+2 to unit during combat, and also, if foe's attack can trigger foe's Special and unit's Res ≥ foe's Res+15 during combat, inflicts Special cooldown count+1 on foe before foe's first attack. (Cannot exceed the foe's maximum Special cooldown.)",60,No
,Atk/Res Scowl 2,"If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Atk/Res+4 to unit during combat, and also, if foe's attack can trigger foe's Special and unit's Res ≥ foe's Res+12 during combat, inflicts Special cooldown count+1 on foe before foe's first attack. (Cannot exceed the foe's maximum Special cooldown.)",120,No
,Atk/Res Scowl 3,"If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Atk/Res+6 to unit during combat, and also, if foe's attack can trigger foe's Special and unit's Res ≥ foe's Res+9 during combat, inflicts Special cooldown count+1 on foe before foe's first attack. (Cannot exceed the foe's maximum Special cooldown.)",240,No
,Atk/Res Scowl 4,"If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Atk/Res+7 to unit during combat, and also, if foe's attack can trigger foe's Special and unit's Res ≥ foe's Res+5 during combat, inflicts Special cooldown count+1 on foe before foe's first attack. (Cannot exceed the foe's maximum Special cooldown.)",300,No
,Atk/Res Solo 1,"If unit is not adjacent to an ally, grants Atk/Res+2 during combat.",60,No
,Atk/Res Solo 2,"If unit is not adjacent to an ally, grants Atk/Res+4 during combat.",120,No
,Atk/Res Solo 3,"If unit is not adjacent to an ally, grants Atk/Res+6 during combat.",240,No
,Atk/Res Solo 4,"If unit is not adjacent to an ally, grants Atk/Res+7 during combat.",300,No
,Atk/Res Tidings,"If unit initiates combat or is within 3 spaces of an ally, grants bonus to unit's Atk/Res = number of allies within 3 spaces of unit × 2, + 8 (max 12), and foe cannot counterattack during combat.",300,No
,Atk/Res Unity,"If unit is within 2 spaces of an ally, grants Atk/Res+5 and bonus to Atk/Res during combat=current penalty on each of those stats × 2. (Example: if unit has -7 penalty to Atk, grants Atk+19, for a net bonus of Atk+12.) Calculates each stat bonus independently.",300,No
,Atk/Spd 1,Grants Atk/Spd+1.,80,No
,Atk/Spd 2,Grants Atk/Spd+2.,160,No
,Atk/Spd Bond 1,"If unit is adjacent to an ally, grants Atk/Spd+3 during combat.",60,No
,Atk/Spd Bond 2,"If unit is adjacent to an ally, grants Atk/Spd+4 during combat.",120,No
,Atk/Spd Bond 3,"If unit is adjacent to an ally, grants Atk/Spd+5 during combat.",240,No
,Atk/Spd Bond 4,"If unit is adjacent to an ally, grants Atk/Spd+7 to unit and neutralizes unit's penalties to Atk/Spd during combat.",300,No
,Atk/Spd Catch 1,"At start of combat, if foe's HP = 100% or if【Penalty】is active on foe, grants Atk/Spd+3 to unit during combat.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",60,No
,Atk/Spd Catch 2,"At start of combat, if foe’s HP = 100% or if【Penalty】is active on foe, grants Atk/Spd+4 to unit during combat.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",120,No
,Atk/Spd Catch 3,"At start of combat, if foe’s HP = 100% or if【Penalty】is active on foe, grants Atk/Spd+5 to unit during combat.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",240,No
,Atk/Spd Catch 4,"At start of combat, if foe's HP = 100% or if【Penalty】is active on foe, grants Atk/Spd+7 to unit during combat. At start of combat, if foe's HP = 100% and【Penalty】is active on foe, grants an additional Atk/Spd+2 to unit during combat.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",300,No
,Atk/Spd Clash 1,"If unit or foe initiates combat after moving to a different space, grants bonus to unit's Atk/Spd during combat = X + 1. (X = number of spaces from start position to end position of whoever initiated combat; max 1.)",60,No
,Atk/Spd Clash 2,"If unit or foe initiates combat after moving to a different space, grants bonus to unit's Atk/Spd during combat = X + 3. (X = number of spaces from start position to end position of whoever initiated combat; max 2.)",120,No
,Atk/Spd Clash 3,"If unit or foe initiates combat after moving to a different space, grants bonus to unit's Atk/Spd during combat = X + 5. (X = number of spaces from start position to end position of whoever initiated combat; max 3.)",240,No
,Atk/Spd Clash 4,"If unit or foe initiates combat after moving to a different space, grants bonus to unit's Atk/Spd during combat = X + 6. (X = number of spaces from start position to end position of whoever initiated combat; max 4.) If X ≥ 2, neutralizes unit's penalties to Atk/Spd during combat.",300,No
,Atk/Spd Excel,"If unit or foe initiates combat after moving to a different space, grants Atk/Spd+6 and Atk/Spd+X to unit during combat (X = number of spaces from start position to end position of whoever initiated combat; max 4), and also, if unit initiates combat, reduces damage from foe's attacks by X × 3 during combat (excluding area-of-effect Specials). If foe's attack triggers foe's Special, reduces damage dealt to unit by X × 3 during combat (excluding area-of-effect Specials).",300,No
