Icon,Name,Description,SP,Exclusive
,Active Lookout,"Enables【Canto (２)】.When Canto triggers, enables unit to use 【Distant Swap】on ally (this effect is not treated as an Assist skill; if similar effects are active, this effect does not trigger).If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+4 to unit during combat.If unit initiates combat, unit can make a follow-up attack before foe's next attack.【Canto (２)】After an attack, Assist skill, or structure destruction, unit can move ２ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)【Distant Swap】Range = 2. Unit and target ally swap spaces.",300,No
,Air Orders 1,"At start of turn, if unit's HP = 100%, grants the following status to adjacent flying allies for 1 turn: ""Unit can move to a space adjacent to any ally within 2 spaces.""",60,No
,Air Orders 2,"At start of turn, if unit's HP ≥ 50%, grants the following status to adjacent flying allies for 1 turn: ""Unit can move to a space adjacent to any ally within 2 spaces.""",120,No
,Air Orders 3,"At start of turn, grants the following status to adjacent flying allies for 1 turn: ""Unit can move to a space adjacent to any ally within 2 spaces.""",240,No
,Air Orders 4,"At start of turn, if unit is within 2 spaces of an ally, grants Atk/Spd+6,【Charge】, and the following status to unit and flying allies within 2 spaces for 1 turn: ""unit can move to a space adjacent to any ally within 2 spaces.""【Charge】Unit can move up to 3 spaces in any cardinal direction. (Cannot move through foes, terrain that blocks movement, or effects of skills like Obstruct. Granted movement treated as Warp movement.)",300,No
,Alarm Atk/Def,"At start of turn, if number of allies adjacent to unit ≤ 2, grants Atk/Def+6 and【Canto (１)】 to unit for 1 turn. If number of allies adjacent to unit ≤ 1, grants Atk/Def+3 to unit during combat.【Canto (１)】After an attack, Assist skill, or structure destruction, unit can move １ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300,No
,Alarm Atk/Spd,"At start of turn, if number of allies adjacent to unit ≤ 2, grants Atk/Spd+6 and【Canto (１)】 to unit for 1 turn. If number of allies adjacent to unit ≤ 1, grants Atk/Spd+3 to unit during combat.【Canto (１)】After an attack, Assist skill, or structure destruction, unit can move １ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300,No
,Alarm Def/Res,"At start of turn, if number of allies adjacent to unit ≤ 2, grants Def/Res+6 and【Canto (１)】 to unit for 1 turn. If number of allies adjacent to unit ≤ 1, grants Def/Res+3 to unit during combat.【Canto (１)】After an attack, Assist skill, or structure destruction, unit can move １ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300,No
,Alarm Spd/Def,"At start of turn, if number of allies adjacent to unit ≤ 2, grants Spd/Def+6 and【Canto (１)】 to unit for 1 turn. If number of allies adjacent to unit ≤ 1, grants Spd/Def+3 to unit during combat.【Canto (１)】After an attack, Assist skill, or structure destruction, unit can move １ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300,No
,All Together!,"Grants Atk/Spd/Def/Res+4 to allies within 2 spaces during combat. If unit is within 2 spaces of an ally, reduces damage from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by X% (X = number of allies within 2 spaces of unit × 40; max 80%), grants unit Atk/Spd/Def/Res+4 during combat, and reduces damage from foe's first attack by X% (X = number of allies within 2 spaces of unit × 20; max 40%).",300,Yes
,Armor March 1,"At start of turn, if unit's HP = 100% and unit is adjacent to an armored ally, unit and adjacent armored allies can move 1 extra space. (That turn only. Does not stack.)",60,No
,Armor March 2,"At start of turn, if unit's HP ≥ 50% and unit is adjacent to an armored ally, unit and adjacent armored allies can move 1 extra space. (That turn only. Does not stack.)",120,No
,Armor March 3,"At start of turn, if unit is adjacent to an armored ally, unit and adjacent armored allies can move 1 extra space. (That turn only. Does not stack.)",240,No
,Armored Stride 1,"At start of turn, if unit's HP = 100% and unit is not adjacent to an ally, unit can move 1 extra space. (That turn only. Does not stack.)",60,No
,Armored Stride 2,"At start of turn, if unit's HP ≥ 50% and unit is not adjacent to an ally, unit can move 1 extra space. (That turn only. Does not stack.)",120,No
,Armored Stride 3,"At start of turn, if unit is not adjacent to an ally, unit can move 1 extra space. (That turn only. Does not stack.)",240,No
,Assault Rush,"At start of turn, if unit's HP = 100% or any foe is within 3 columns or 3 rows centered on unit, grants Atk+6, ""unit can move 1 extra space (that turn only, does not stack),"" and【Charge】 to unit for 1 turn.If unit initiates combat, grants Atk+5 to unit and grants Special cooldown count-1 to unit before unit's first attack during combat.【Charge】Unit can move up to 3 spaces in any cardinal direction. (Cannot move through foes, terrain that blocks movement, or effects of skills like Obstruct. Granted movement treated as Warp movement.)",300,No
,Assault Troop 1,"At start of turn, if any foe is in cardinal directions of unit, grants【Charge】to unit for 1 turn.【Charge】Unit can move up to 3 spaces in any cardinal direction. (Cannot move through foes, terrain that blocks movement, or effects of skills like Obstruct. Granted movement treated as Warp movement.)",60,No
,Assault Troop 2,"At start of turn, if any foe is within 3 columns or 3 rows centered on unit, grants【Charge】to unit for 1 turn.【Charge】Unit can move up to 3 spaces in any cardinal direction. (Cannot move through foes, terrain that blocks movement, or effects of skills like Obstruct. Granted movement treated as Warp movement.)",120,No
,Assault Troop 3,"At start of turn, if unit's HP = 100% or any foe is within 3 columns or 3 rows centered on unit, grants【Charge】to unit for 1 turn.【Charge】Unit can move up to 3 spaces in any cardinal direction. (Cannot move through foes, terrain that blocks movement, or effects of skills like Obstruct. Granted movement treated as Warp movement.)",240,No
,Atk/Def Gap 1,"At start of turn, grants Atk/Def+1 to ally with the highest Atk+Def total for 1 turn. (Excludes unit.)",60,No
,Atk/Def Gap 2,"At start of turn, grants Atk/Def+3 to ally with the highest Atk+Def total for 1 turn. (Excludes unit.)",120,No
,Atk/Def Gap 3,"At start of turn, grants Atk/Def+5 to ally with the highest Atk+Def total for 1 turn. (Excludes unit.)",240,No
,Atk/Def Hold,Inflicts Atk/Def-4 on foes within 3 spaces during combat.,300,No
,Atk/Def Menace,"At start of turn, if unit is within 4 spaces of a foe, inflicts Atk/Def-6 on nearest foes through their next actions and grants Atk/Def+6 to unit for 1 turn.",300,No
,Atk/Def Oath 1,"At start of turn, if unit is adjacent to an ally, grants Atk/Def+3 to unit for 1 turn.",60,No
,Atk/Def Oath 2,"At start of turn, if unit is adjacent to an ally, grants Atk/Def+4 to unit for 1 turn.",120,No
,Atk/Def Oath 3,"At start of turn, if unit is adjacent to an ally, grants Atk/Def+5 to unit for 1 turn.",240,No
,Atk/Def Oath 4,"At start of turn, if unit is within 2 spaces of an ally, grants Atk/Def+6 and the following status to unit for 1 turn: ""Unit can move to a space adjacent to any ally within 2 spaces."" If unit is within 2 spaces of an ally, grants Atk/Def+3 to unit during combat.",300,No
,Atk/Def Rein 1,Inflicts Atk/Def-2 on foes within 2 spaces during combat.,60,No
,Atk/Def Rein 2,Inflicts Atk/Def-3 on foes within 2 spaces during combat.,120,No
,Atk/Def Rein 3,Inflicts Atk/Def-4 on foes within 2 spaces during combat.,240,No
,Atk Opening 1,"At start of turn, grants Atk+2 to ally with the highest Atk for 1 turn. (Excludes unit.)",60,No
,Atk Opening 2,"At start of turn, grants Atk+4 to ally with the highest Atk for 1 turn. (Excludes unit.)",120,No
,Atk Opening 3,"At start of turn, grants Atk+6 to ally with the highest Atk for 1 turn. (Excludes unit.)",240,No
,Atk Ploy 1,"At start of turn, inflicts Atk-3 on foes in cardinal directions with Res < unit's Res through their next actions.",60,No
,Atk Ploy 2,"At start of turn, inflicts Atk-4 on foes in cardinal directions with Res < unit's Res through their next actions.",120,No
,Atk Ploy 3,"At start of turn, inflicts Atk-5 on foes in cardinal directions with Res < unit's Res through their next actions.",240,No
,Atk/Res Crux,"Inflicts Atk/Res-4 on foes within 3 rows or 3 columns centered on unit, and those foes suffer guaranteed follow-up attacks during combat.",300,No
,Atk/Res Gap 1,"At start of turn, grants Atk/Res+1 to ally with the highest Atk+Res total for 1 turn. (Excludes unit.)",60,No
,Atk/Res Gap 2,"At start of turn, grants Atk/Res+3 to ally with the highest Atk+Res total for 1 turn. (Excludes unit.)",120,No
,Atk/Res Gap 3,"At start of turn, grants Atk/Res+5 to ally with the highest Atk+Res total for 1 turn. (Excludes unit.)",240,No
,Atk/Res Hold,Inflicts Atk/Res-4 on foes within 3 spaces during combat.,300,No
,Atk/Res Menace,"At start of turn, if unit is within 4 spaces of a foe, inflicts Atk/Res-6 on nearest foes through their next actions and grants Atk/Res+6 to unit for 1 turn.",300,No
,Atk/Res Oath 1,"At start of turn, if unit is adjacent to an ally, grants Atk/Res+3 to unit for 1 turn.",60,No
,Atk/Res Oath 2,"At start of turn, if unit is adjacent to an ally, grants Atk/Res+4 to unit for 1 turn.",120,No
,Atk/Res Oath 3,"At start of turn, if unit is adjacent to an ally, grants Atk/Res+5 to unit for 1 turn.",240,No
,Atk/Res Oath 4,"At start of turn, if unit is within 2 spaces of an ally, grants Atk/Res+6 and the following status to unit for 1 turn: ""Unit can move to a space adjacent to any ally within 2 spaces."" If unit is within 2 spaces of an ally, grants Atk/Res+3 to unit during combat.",300,No
,Atk/Res Ploy 3,"At start of player phase or enemy phase, if any foes within 3 rows or 3 columns centered on unit have Res < unit's Res+5, inflicts Atk/Res-7,【Ploy】, and【Exposure】 on those foes through their next actions.【Ploy】Neutralizes【Bonus Doubler】,【Treachery】, and【Grand Strategy】effects active on unit during combat through unit's next action.【Exposure】Foe's attacks deal +10 damage.【Bonus Doubler】Grants bonus to Atk/Spd/Def/Res during combat = current bonus on each of unit's stats for 1 turn. Calculates each stat bonus independently.【Treachery】Unit deals additional damage = total bonuses on unit for 1 turn.【Grand Strategy】Grants bonus to Atk/Spd/Def/Res during combat = current penalty on each of unit's stats × 2 for 1 turn. (Example: if unit has -7 penalty to Atk, grants Atk+14, for a net bonus of Atk+7.) Calculates each stat bonus independently.Unit's negative effects that last ""through unit's next action"" will remain in effect until this status (Grand Strategy) is neutralized.",300,No
,Atk/Res Rein 1,Inflicts Atk/Res-2 on foes within 2 spaces during combat.,60,No
,Atk/Res Rein 2,Inflicts Atk/Res-3 on foes within 2 spaces during combat.,120,No
,Atk/Res Rein 3,Inflicts Atk/Res-4 on foes within 2 spaces during combat.,240,No
,Atk Smoke 1,Inflicts Atk-3 on foes within 2 spaces of target through their next actions after combat.,60,No
,Atk Smoke 2,Inflicts Atk-5 on foes within 2 spaces of target through their next actions after combat.,120,No
,Atk Smoke 3,Inflicts Atk-7 on foes within 2 spaces of target through their next actions after combat.,240,No
,Atk Smoke 4,"After combat, inflicts Atk-7 on target and foes within 2 spaces of target through their next actions, grants Def/Res+6 to unit for 1 turn, and unit gains ""foe cannot make a follow-up attack"" for 1 turn.",300,No
,Atk/Spd Gap 1,"At start of turn, grants Atk/Spd+1 to ally with the highest Atk+Spd total for 1 turn. (Excludes unit.)",60,No
,Atk/Spd Gap 2,"At start of turn, grants Atk/Spd+3 to ally with the highest Atk+Spd total for 1 turn. (Excludes unit.)",120,No
,Atk/Spd Gap 3,"At start of turn, grants Atk/Spd+5 to ally with the highest Atk+Spd total for 1 turn. (Excludes unit.)",240,No
,Atk/Spd Hold,Inflicts Atk/Spd-4 on foes within 3 spaces during combat.,300,No
,Atk/Spd Menace,"At start of turn, if unit is within 4 spaces of a foe, inflicts Atk/Spd-6 on closest foes through their next actions and grants Atk/Spd+6 to unit for 1 turn.",300,No
,Atk/Spd Oath 1,"At start of turn, if unit is adjacent to an ally, grants Atk/Spd+3 to unit for 1 turn.",60,No
,Atk/Spd Oath 2,"At start of turn, if unit is adjacent to an ally, grants Atk/Spd+4 to unit for 1 turn.",120,No
,Atk/Spd Oath 3,"At start of turn, if unit is adjacent to an ally, grants Atk/Spd+5 to unit for 1 turn.",240,No
,Atk/Spd Oath 4,"At start of turn, if unit is within 2 spaces of an ally, grants Atk/Spd+6 and the following status to unit for 1 turn: ""Unit can move to a space adjacent to any ally within 2 spaces."" If unit is within 2 spaces of an ally, grants Atk/Spd+3 to unit during combat.",300,No
,Atk/Spd Pledge,"At start of turn, if unit is within 2 spaces of an ally, grants Atk/Spd+6 and ""Special cooldown charge +1 to unit per attack during combat (only highest value applied; does not stack)"" to unit for 1 turn. If unit is within 2 spaces of an ally, grants Atk/Spd+3 to unit during combat.",300,No
,Atk/Spd Ploy 3,"At start of player phase or enemy phase, if any foes within 3 rows or 3 columns centered on unit have Res < unit's Res+5, inflicts Atk/Spd-7,【Ploy】, and【Exposure】 on those foes through their next actions.【Ploy】Neutralizes【Bonus Doubler】,【Treachery】, and【Grand Strategy】effects active on unit during combat through unit's next action.【Exposure】Foe's attacks deal +10 damage.【Bonus Doubler】Grants bonus to Atk/Spd/Def/Res during combat = current bonus on each of unit's stats for 1 turn. Calculates each stat bonus independently.【Treachery】Unit deals additional damage = total bonuses on unit for 1 turn.【Grand Strategy】Grants bonus to Atk/Spd/Def/Res during combat = current penalty on each of unit's stats × 2 for 1 turn. (Example: if unit has -7 penalty to Atk, grants Atk+14, for a net bonus of Atk+7.) Calculates each stat bonus independently.Unit's negative effects that last ""through unit's next action"" will remain in effect until this status (Grand Strategy) is neutralized.",300,No
,Atk/Spd Rein 1,Inflicts Atk/Spd-2 on foes within 2 spaces during combat.,60,No
,Atk/Spd Rein 2,Inflicts Atk/Spd-3 on foes within 2 spaces during combat.,120,No
,Atk/Spd Rein 3,Inflicts Atk/Spd-4 on foes within 2 spaces during combat.,240,No
,Atk Tactic 1,"At start of turn, grants Atk+2 to allies within 2 spaces for 1 turn. Granted only if number of that ally's movement type on current team ≤ 2.",60,No
,Atk Tactic 2,"At start of turn, grants Atk+4 to allies within 2 spaces for 1 turn. Granted only if number of that ally's movement type on current team ≤ 2.",120,No
,Atk Tactic 3,"At start of turn, grants Atk+6 to allies within 2 spaces for 1 turn. Granted only if number of that ally's movement type on current team ≤ 2.",240,No
,Axe Experience 1,"While unit lives and uses an axe, unit gets 1.5x EXP.(Only highest value applied. Does not stack.)",30,No
,Axe Experience 2,"While unit lives, all axe allies on team get 1.5x EXP.(Only highest value applied. Does not stack.)",60,No
,Axe Experience 3,"While unit lives, all axe allies on team get 2x EXP.(Only highest value applied. Does not stack.)",120,No
,Axe Valor 1,"While unit lives and uses an axe, unit gets 1.5x SP.(Only highest value applied. Does not stack.)",30,No
,Axe Valor 2,"While unit lives, all axe allies on team get 1.5x SP.(Only highest value applied. Does not stack.)",60,No
,Axe Valor 3,"While unit lives, all axe allies on team get 2x SP.(Only highest value applied. Does not stack.)",120,No
,B Tome Exp. 1,"While unit lives and uses a blue tome, unit gets 1.5x EXP.(Only highest value applied. Does not stack.)",30,No
,B Tome Exp. 2,"While unit lives, all blue tome allies on team get 1.5x EXP.(Only highest value applied. Does not stack.)",60,No
