Sprite,Weapon,Might,Range,Description,SP,Exclusive
,Blárdeer+,12,2,"If foe initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk+5 to unit, inflicts Atk-5 on foe, and inflicts Special cooldown charge -1 on foe per attack during combat. (Only highest value applied. Does not stack.)",300,No
,Blárfox,8,2,"If unit initiates combat, inflicts Atk/Spd/Def/Res-4 on foe during combat.",200,No
,Blárfox+,12,2,"If unit initiates combat, inflicts Atk/Spd/Def/Res-4 on foe during combat.",300,No
,Blárlion,8,2,"At start of turn, grants Atk+6 to adjacent allies for 1 turn. At start of combat, if foe's HP ≥ 75%, grants Atk/Res+5 to unit during combat.",200,No
,Blárlion+,12,2,"At start of turn, grants Atk+6 to adjacent allies for 1 turn. At start of combat, if foe's HP ≥ 75%, grants Atk/Res+5 to unit during combat.",300,No
,Blárowl,6,2,"During combat, boosts unit's Atk/Spd/Def/Res by number of adjacent allies × 2.",200,No
,Blárowl+,10,2,"During combat, boosts unit's Atk/Spd/Def/Res by number of adjacent allies × 2.",300,No
,Blárrabbit,8,2,"During unit's first combat in player phase or enemy phase, grants Atk/Res+5 to unit and restores 7 HP to unit after combat.",200,No
,Blárrabbit+,12,2,"During unit's first combat in player phase or enemy phase, grants Atk/Res+5 to unit and restores 7 HP to unit after combat.",300,No
,Blárraven,7,2,"Grants weapon-triangle advantage against colorless foes, and inflicts weapon-triangle disadvantage on colorless foes during combat.",200,No
,Blárraven+,11,2,"Grants weapon-triangle advantage against colorless foes, and inflicts weapon-triangle disadvantage on colorless foes during combat.",300,No
,Blárserpent,8,2,"If foe initiates combat and uses bow, dagger, magic, or staff, grants Def/Res+6 during combat.",200,No
,Blárserpent+,12,2,"If foe initiates combat and uses bow, dagger, magic, or staff, grants Def/Res+6 during combat.",300,No
,Blárvulture,8,2,"If unit is not adjacent to an ally, inflicts penalty on foe's Atk/Res during combat = 5 + any current penalty on each of those stats. (Example: if foe has -7 penalty to Atk, inflicts Atk-12, for a net penalty of Atk-19 during combat.) Calculates each stat penalty independently.",200,No
,Blárvulture+,12,2,"If unit is not adjacent to an ally, inflicts penalty on foe's Atk/Res during combat = 5 + any current penalty on each of those stats. (Example: if foe has -7 penalty to Atk, inflicts Atk-12, for a net penalty of Atk-19 during combat.) Calculates each stat penalty independently.",300,No
,Blárwolf,6,2,Effective against cavalry foes.,200,No
,Blárwolf+,10,2,Effective against cavalry foes.,300,No
,Blessed Aureola,14,2,"Accelerates Special trigger (cooldown count-1).Effective against magic foes.For allies within 3 rows or 3 columns centered on unit, grants Atk/Def/Res+5 during combat, and also, if ally's attack can trigger ally's Special, grants Special cooldown count-1 to ally before their first attack during combat, and also, if ally cannot perform a follow-up attack and attack twice, grants Special cooldown count-1 to ally before their first attack during combat.If there is an ally within 3 rows or 3 columns centered on unit, grants bonus to unit's Atk/Def/Res = 20% of unit's Res at start of combat + 5, deals damage = 20% of unit's Res (excluding area-of-effect Specials), reduces damage from foe's attacks by 20% of unit's Res (excluding area-of-effect Specials), and grants Special cooldown count-1 to unit before unit's first attack during combat.If there is an ally within 3 rows or 3 columns centered on unit and foe uses magic, grants Atk+10 to unit during combat, and also, if foe initiates combat, unit can counterattack before foe's first attack.",400,Yes
,Blessed Bouquet,8,2,"If unit initiates combat, grants Def/Res+2 to allies within 2 spaces for 1 turn after combat.",300,No
,Blessed Bouquet+,12,2,"If unit initiates combat, grants Def/Res+2 to allies within 2 spaces for 1 turn after combat.",300,No
,Blue Egg,7,2,"If unit initiates combat, restores 4 HP after combat.",200,No
,Blue Egg+,11,2,"If unit initiates combat, restores 4 HP after combat.",300,No
,Blue Gift,8,2,"If foe uses bow, dagger, magic, or staff, neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat.",200,No
,Blue Gift+,12,2,"If foe uses bow, dagger, magic, or staff, neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat.",300,No
,Blue-Crow Tome,14,2,Effective against cavalry foes.,400,Yes
,Book of Orchids,14,2,"If unit initiates combat, grants Atk+6 during combat.",400,Yes
,Bright-Shell Egg,14,2,"Accelerates Special trigger (cooldown count-1). At start of turn, inflicts Spd/Res-6 on nearest foes within 5 spaces of unit through their next actions. If【Bonus】is active on unit or【Penalty】 is active on foe, inflicts Spd/Res-6 on foe during combat, and also, the following effects will occur based on the value of total bonuses on unit + value of total penalties on foe: if ≥ 6, ""neutralizes effects that prevent unit's follow-up attacks,"" and if ≥ 18, ""foe cannot counterattack."" (Example: if unit has +6 bonus to Atk/Spd and foe has an -6 penalty to Atk/Spd, the calculated total will be 24.)【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",400,Yes
,Caring Magic,14,2,"Accelerates Special trigger (cooldown count-1).If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+6 to unit, grants bonus to unit's Atk/Spd = 20% of unit's Spd at start of combat, deals damage = 20% of unit's Spd (excluding area-of-effect Specials), neutralizes foe's bonuses to Spd/Res (from skills like Fortify, Rally, etc.), and grants Special cooldown count-1 to unit before unit's first follow-up attack during combat, and also, if unit initiates combat, unit can make a follow-up attack before foe's next attack.",400,Yes
,Craver's Tome,14,2,"If unit's HP ≥ 25% at start of combat, grants Atk/Spd/Def/Res+5 to unit and unit makes a guaranteed follow-up attack during combat, and also, if unit is within 2 spaces of an ally and unit's Res > foe's Res, reduces damage from foe's attacks by difference between stats during combat (max 20; excluding area-of-effect Specials).If unit's HP ≥ 25% at start of combat, restores 7 HP to unit after combat.",400,Yes
,Dancer's Score,8,2,"If unit initiates combat, restores 7 HP to adjacent allies after combat.",200,No
,Dancer's Score+,12,2,"If unit initiates combat, restores 7 HP to adjacent allies after combat.",300,No
,Dark Aura,14,2,"At start of turn, if adjacent allies use sword, axe, lance, dragonstone, or beast damage, grants Atk+6 to those allies for 1 turn.",400,Yes
,Dawnsweet Box,14,2,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit and inflicts Atk/Spd-4 and Atk/Spd-X on foe during combat (X = 3 × number of allies within 2 spaces of unit whose Atk at start of combat ≥ unit's Atk-4; max 6), and also, the following effects will occur based on the value of unit's Spd minus foe's Spd: if ≥ -4, reduces damage from foe's first attack during combat by 30%; if ≥ 0, when unit deals damage to foe during combat, restores 7 HP to unit (triggers even if 0 damage is dealt); if ≥ 4, foe's attack can trigger foe's Special, and unit has weapon-triangle advantage, inflicts Special cooldown count+1 on foe before foe's first attack during combat. (Cannot exceed foe's maximum Special cooldown.)",400,Yes
,Daydream Egg,14,2,"Grants Res+3. If【Penalty】is active on any foes within 3 rows or 3 columns centered on unit, inflicts Atk/Def/Res-5 and Special cooldown charge -1 per attack (only highest value applied; does not stack) on those foes during their combat. At start of combat, if foe's HP ≥ 75% or if【Penalty】is active on foe, grants Atk/Def/Res+5 to unit and reduces damage from foe's attacks by 20% of unit's Res during combat (excluding area-of-effect Specials).【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",400,Yes
,Dead-Crow Tome,14,2,"Accelerates Special trigger (cooldown count-1).At start of turn, if unit's HP ≥ 25%, grants Special cooldown count-1 to unit and grants Atk/Spd+6 and【Desperation】to unit and allies within 2 spaces of unit for 1 turn, and also, if unit's HP = 100% at start of turn, grants additional Special cooldown count-1 to unit.At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+6 to unit, grants bonus to unit's Atk/Spd = 20% of unit's Spd at start of combat, deals damage = 20% of unit's Spd (including when dealing damage with a Special triggered before combat), and neutralizes effects that prevent unit's follow-up attacks during combat, and also, if unit's HP = 100% at start of combat, neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat.【Desperation】Grants the following effect for 1 turn: ""If unit initiates combat, unit can make a follow-up attack before foe can counterattack.""",400,Yes
,Death,14,2,"Grants Res+3. Grants Atk/Spd/Def/Res+4 during combat. After combat, if unit attacked, deals 4 damage to unit.",400,Yes
,Demonic Tome,14,2,"Effective against dragon and beast foes. Accelerates Special trigger (cooldown count-1). At start of turn, if Special cooldown count is at its maximum value, grants Special cooldown count-1. At start of combat, if unit's HP ≥ 25%, grants Atk/Res+6 to unit during combat.",400,Yes
,Devoted Cup,8,2,"At start of turn, inflicts Spd/Res-7 and 【Discord】on closest foes and foes within 2 spaces of those foes through their next actions.If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit and unit deals +X × 5 damage during combat (X = total number of【Bonus】effects active on unit, excluding stat bonuses, and【Penalty】 effects active on foe, excluding stat penalties; max 5; excluding area-of-effect Specials).【Discord】Inflicts Atk/Spd/Def/Res-X on unit during combat (X = 2 + number of allies within 2 spaces of unit; max 5) through its next action.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",200,No
,Devoted Cup+,12,2,"At start of turn, inflicts Spd/Res-7 and 【Discord】on closest foes and foes within 2 spaces of those foes through their next actions.If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit and unit deals +X × 5 damage during combat (X = total number of【Bonus】effects active on unit, excluding stat bonuses, and【Penalty】 effects active on foe, excluding stat penalties; max 5; excluding area-of-effect Specials).【Discord】Inflicts Atk/Spd/Def/Res-X on unit during combat (X = 2 + number of allies within 2 spaces of unit; max 5) through its next action.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",300,No
,Dire Thunder,9,2,"Inflicts Spd-5. If unit initiates combat, unit attacks twice.",400,Yes
,Divine Whimsy,14,2,"Accelerates Special trigger (cooldown count-1). At start of turn, inflicts【Exposure】and 【Stall】on foes on the enemy team with the lowest Spd and any foes within 2 spaces of those foes through their next actions, and also, if unit is within 2 spaces of an ally, grants Special cooldown count-1 to unit. At start of combat, if unit's HP ≥ 25%, grants Atk+6 to unit and inflicts Atk-6 on foe during combat.【Exposure】Foe's attacks deal +10 damage.【Stall】If unit has ""unit can move 1 extra space,"" converts that effect into ""restricts movement to 1 space"" through its next action.",400,Yes
,Draconic Pacts,14,2,"Accelerates Special trigger (cooldown count-1). If a Rally or movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Special cooldown count-1 to unit and inflicts【Hush Spectrum】on foes within 3 rows or 3 columns centered on unit after unit's movement through their next actions. If a Rally or movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit after unit has already performed an action, grants another action to unit (once per turn). If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+X to unit (X = 16 - foe's maximum Special cooldown count value × 2; min 8; if foe is not equipped with a Special, then X = 8), reduces damage from foe's first attack by 30% (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat.【Hush Spectrum】Inflicts Atk/Spd/Def/Res-5 on unit during combat. If unit's attack can trigger unit's Special, inflicts Special cooldown count+1 on unit before unit's first attack during combat (cannot exceed the unit's maximum Special cooldown). If unit's maximum Special cooldown count is reduced (Special trigger is accelerated) and if foe's attack can trigger foe's Special, grants Special cooldown count-1 to foe before unit's first attack during combat.",400,Yes
,Drifting Grace,8,2,"At start of turn, restores 10 HP. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 to unit during combat.",200,No
,Drifting Grace+,12,2,"At start of turn, restores 10 HP. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 to unit during combat.",300,No
,Eagle's Egg,14,2,"Grants Atk+3. If unit is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit and neutralizes unit's penalties during combat.",400,Yes
,Ellight,6,2,,100,No
,Elthunder,6,2,,100,No
,Father's Tactics,14,2,"At start of combat, if unit's Res > foe's Res, grants Atk/Spd/Def/Res+4 during combat.",400,Yes
,Fell Flambeau,14,2,"Accelerates Special trigger (cooldown count-1). If unit is not adjacent to an ally, inflicts penalty on foe's Atk/Spd/Def/Res during combat = 5 + any current penalty on each of those stats. (Example: if foe has -7 penalty to Atk, inflicts Atk-12, for a net penalty of Atk-19 during combat.) Calculates each stat penalty independently.",400,Yes
,Fimbulvetr Morn,14,2,"At start of combat, if unit's HP ≥ 25%, inflicts Atk/Res-6 on foe during combat, deals damage = 20% of unit's Res (excluding area-of-effect Specials), reduces damage from foe's first attack by 7 (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack).",400,Yes
,Fimbulvetr,14,2,"Grants Res+3. At start of combat, if【Penalty】 is active on unit or if unit's HP < 100%, neutralizes penalties on unit and grants Atk/Spd/Def/Res+4 during combat.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",400,Yes
,Flora Guide,8,2,Inflicts Spd/Res-5 on foes within 2 spaces during combat.,200,No
,Flora Guide+,12,2,Inflicts Spd/Res-5 on foes within 2 spaces during combat.,300,No
,Flower of Joy,14,2,Grants Res+3. Grants Atk/Spd+3 to any ally in a cardinal direction from unit during that ally's combat.,400,Yes
,Fresh Bouquet,8,2,"At start of turn, if unit is adjacent to an ally, grants Spd+4 to unit and adjacent allies for 1 turn.",200,No
,Fresh Bouquet+,12,2,"At start of turn, if unit is adjacent to an ally, grants Spd+4 to unit and adjacent allies for 1 turn.",300,No
,Goddess Temari,14,2,"Accelerates Special trigger (cooldown count-1). On turn 2 onward, enables Canto (1). At start of turn, if unit's HP ≥ 25%, grants Atk/Res+6 and ""foe cannot make a follow-up attack"" to unit and allies within 2 spaces of unit for 1 turn. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 and the following effects to unit during combat: Atk/Spd/Def/Res+X (X = turn number × 2, max 8); on turn 3 onward, unit deals +Y damage (Y = highest total bonuses among unit and allies within 2 spaces of unit; excluding area-of-effect Specials); on turn 4 onward, if unit initiates combat and unit's Res ≥ foe's Res+5, unit attacks twice (if【Time's Gate】is active on unit or if【Time's Grip】is active on target or on foes within 2 spaces of target, turn number is treated as a minimum of 4).【Time's Gate】Allies within 4 spaces of unit can move to a space adjacent to unit (that turn only).【Time's Grip】Inflicts Atk/Spd/Def/Res-4 during combat. Neutralizes unit's skills during allies' combat through unit's next action.",400,Yes
,Guide's Hourglass,14,2,"Accelerates Special trigger (cooldown count-1). At start of turn, if unit is within 2 spaces of an ally, grants ""unit cannot be slowed by terrain (does not apply to impassable terrain)"" and 【Dodge】to unit for 1 turn. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit and neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit during combat. If unit is within 2 spaces of any allies, grants Atk/Spd/Def/Res+4 to those allies during combat.【Dodge】If unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 4 (max 40%).",400,Yes
,Huginn's Egg,14,2,"Grants Res+3. At start of turn, if unit's HP ≥ 50%, inflicts Atk/Def-5 on foe on the enemy team with the lowest Res through its next action.",400,Yes
,Icebound Tome,14,2,"Accelerates Special trigger (cooldown count-1). If unit is on a team with unit's support partner, unit can move to a space within 2 spaces of any support partner within 3 spaces of unit. If unit is not on a team with their support partner, at start of turn, unit can move 1 extra space (that turn only; does not stack). If unit initiates combat or foe's Range = 2, grants Atk/Spd/Def/Res+X to unit during combat (X = 25% of foe's Atk at start of combat - 4; max 14, min 5), neutralizes effects that inflict ""Special cooldown charge -X"" on unit, reduces damage from attacks during combat by percentage = 20 + number of spaces from start position to end position of whoever initiated combat (max 5) × 10 (excluding area-of-effect Specials), and if unit deals damage with follow-up attack, restores 7 HP to unit (triggers even if 0 damage is dealt).",400,Yes
,Icy Fimbulvetr,14,2,"Grants Atk+3. At start of combat, if unit's HP ≥ 25%, inflicts Atk/Res-6 on foe during combat.At start of combat, if unit's HP ≥ 25% and unit is within 3 spaces of a cavalry or flying ally, unit makes a guaranteed follow-up attack, and also, if unit deals damage to foe during combat, restores 5 HP to unit. (Triggers even if 0 damage is dealt.)",400,Yes
,Imbued Koma,14,2,"Accelerates Special trigger (cooldown count-1). At start of combat, if Special is ready, grants Atk/Spd/Def/Res+5 during combat and foe cannot make a follow-up attack.",400,Yes
,Ivaldi,14,2,"Grants Def+3. At start of combat, if foe's HP = 100%, grants Atk/Spd+3 during combat.",400,Yes
,Juicy Wave,8,2,"If unit's HP ≤ 75% and unit initiates combat, unit can make a follow-up attack before foe can counterattack.",200,No
,Juicy Wave+,12,2,"If unit's HP ≤ 75% and unit initiates combat, unit can make a follow-up attack before foe can counterattack.",300,No
,Keen Blárwolf,8,2,Effective against cavalry foes.,200,No
,Keen Blárwolf+,12,2,Effective against cavalry foes.,300,No
,Knightly Manner,14,2,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit, unit makes a guaranteed follow-up attack, and deals damage = 15% of unit's Atk (excluding area-of-effect Specials) during combat, and also, if foe uses sword, lance, axe, magic, staff, dragonstone, or beast damage, foe cannot counterattack.",400,Yes
,Light,4,2,,50,No
,Lofty Leaflet,14,2,"Enables【Canto (Unit 3×3)】.Grants Spd+3. At start of combat, if foe's HP ≥ 50%, grants Atk/Spd+6 to unit during combat, deals damage = 15% of unit's Spd, and also, if foe has bonuses, grants bonus to unit's Atk/Spd/Def/Res and inflicts penalty on foe's Atk/Spd/Def/Res during combat = current bonus on each of foe's stats. Calculates each stat bonus and penalty independently.【Canto (Unit 3×3)】After an attack, Assist skill, or structure destruction, unit can move to a space within 3 rows and 3 columns centered on unit.(Once per turn. Cannot attack or assist. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Granted movement treated as Warp movement.)",400,Yes
,Love Bouquet,8,2,"Grants Atk/Res+4 to allies within 2 spaces during combat. If unit is within 2 spaces of an ally, grants Atk/Res+4 to unit during combat.",200,No
,Love Bouquet+,12,2,"Grants Atk/Res+4 to allies within 2 spaces during combat. If unit is within 2 spaces of an ally, grants Atk/Res+4 to unit during combat.",300,No
,Magical Lantern,8,2,"At start of turn, if unit is within 2 spaces of an ally, grants ""unit cannot be slowed by terrain (does not apply to impassable terrain)"" and ""Special cooldown charge +1 per attack during combat (only highest value applied; does not stack)"" to unit for 1 turn. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Res+5 to unit during combat.",200,No
,Magical Lantern+,12,2,"At start of turn, if unit is within 2 spaces of an ally, grants ""unit cannot be slowed by terrain (does not apply to impassable terrain)"" and ""Special cooldown charge +1 per attack during combat (only highest value applied; does not stack)"" to unit for 1 turn. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Res+5 to unit during combat.",300,No
,Missiletainn,14,2,"Accelerates Special trigger (cooldown count-1). At the start of turn 1, grants Special cooldown count-1 to unit for each magic ally on your team (including unit).",400,Yes
,Mjölnir,14,2,"Accelerates Special trigger (cooldown count-1).If unit initiates combat, grants Spd+6 during combat.",400,Yes
,Niðavellir Lots,14,2,"Grants Atk+3. Enables【Canto (２)】during turns 1 through 4. At the start of turn 4, grants Special cooldown count-3 to unit. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+6 to unit during combat.【Canto (２)】After an attack, Assist skill, or structure destruction, unit can move ２ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",400,Yes
,Obscurité,14,2,"Accelerates Special trigger (cooldown count-1). At start of turn, if unit is within 2 spaces of an ally, grants Atk/Res+6,【Resonance: Blades】, and【Resonance: Shields】to unit and allies within 2 spaces of unit for 1 turn. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit, unit makes a guaranteed follow-up attack, deals damage = 20% of unit's Res (excluding area-of-effect Specials), and neutralizes foe's bonuses to Atk/Res (from skills like Fortify, Rally, etc.) during combat.【Resonance: Blades】Grants Atk/Spd+4 during combat for 1 turn.【Resonance: Shields】Grants Def/Res+4 during combat and the following effect for 1 turn: ""During unit's first combat in player phase or enemy phase, foe cannot make a follow-up attack.""",400,Yes
,Odin's Grimoire,14,2,Grants bonus to unit’s Atk = total bonuses on unit during combat.,400,Yes
,Pact Blooms,8,2,"If unit is within 2 spaces of an ally, inflicts Atk/Res-5 on foe during combat, and when unit deals damage to foe during combat, restores 4 HP to unit. (Triggers even if 0 damage is dealt.)",200,No
,Pact Blooms+,12,2,"If unit is within 2 spaces of an ally, inflicts Atk/Res-5 on foe during combat, and when unit deals damage to foe during combat, restores 4 HP to unit. (Triggers even if 0 damage is dealt.)",300,No
,Prayer Wheel,14,2,"Grants Spd+3. If a skill like Sing or Dance is used, grants bonus to target's Atk/Spd/Def/Res = highest bonus on target ally for 1 turn. (Example: if target has a +6 bonus to Atk, grants Atk/Spd/Def/Res+6.)",400,Yes
,Professorial Guide,14,2,"Accelerates Special trigger (cooldown count-1).If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit and neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit during combat.Allies within 2 spaces gain: ""Neutralizes effects that grant 'Special cooldown charge +X' to foe or inflict 'Special cooldown charge -X' on unit during combat.""",400,Yes
,Sagittae,14,2,"Grants Def+3.At start of combat, if foe's Atk ≥ unit's Atk+5, grants Atk/Spd/Def/Res+5 during combat.",400,Yes
,Scroll of Teas,8,2,"Accelerates Special trigger (cooldown count-1).Unit attacks twice (even if foe initiates combat, unit attacks twice).Unit can move to any space within 2 spaces of an ally within 2 spaces of unit.At start of enemy phase, restores 10 HP to unit and allies within 3 spaces of unit.After start-of-turn effects trigger on enemy phase, for unit and allies within 3 spaces of unit, neutralizes stat penalties and two【Penalty】 effects (does not apply to Penalty effects that are applied at the same time; neutralizes the first applicable Penalty effects on unit's list of active effects).Grants Spd/Res+4 to allies within 3 spaces of unit during their combat and restores 10 HP to those allies after their combat.If unit initiates combat or is within 3 spaces of an ally, grants bonus to unit's Atk/Spd/Def/Res = 15% of unit's Spd at start of combat + 5, deals damage = 6 × number of allies with HP ≥ 50% during combat (max 18; excluding area-of-effect Specials), and restores 10 HP to unit after combat.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",400,Yes
,Sealife Tome,8,2,Grants Atk/Spd+1 to allies within 2 spaces during combat.,200,No
,Sealife Tome+,12,2,Grants Atk/Spd+1 to allies within 2 spaces during combat.,300,No
,Seashell Bowl,8,2,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 to unit during combat, inflicts Spd/Res-X on foe during combat (X = 25% of unit's HP at start of combat; max 10), and restores 10 HP to unit after combat.",200,No
