Sprite,Weapon,Might,Range,Description,SP,Exclusive
,Light of Etruria,14,2,"Grants Res+3.At start of player phase or enemy phase, grants Spd/Res+6 and【Hexblade】to unit and allies within 2 spaces of unit for 1 turn, and also, if any foes within 3 rows or 3 columns centered on unit have Res < unit's Res+5, inflicts Atk/Spd-7,【Guard】, and 【Exposure】on those foes through their next actions.If foe initiates combat, inflicts penalty on foe's Atk/Spd during combat = 6 + 20% of unit's Res at start of combat, and also, if unit's HP > 1 and foe would reduce unit's HP to 0, unit survives with 1 HP (once per combat; does not stack with non-Special effects that allow unit to survive with 1 HP if foe's attack would reduce HP to 0).【Hexblade】Calculates damage using the lower of foe's Def or Res during combat for 1 turn (including damage dealt by Specials before combat).【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)【Exposure】Foe's attacks deal +10 damage.",400,Yes
,Lightburst Tome,14,2,"Accelerates Special trigger (cooldown count-1). At start of turn, if unit's HP ≥ 25%, grants Atk/Spd/Def+6 and ""unit cannot be slowed by terrain (does not apply to impassable terrain)"" to unit and allies within 2 spaces of unit for 1 turn. At start of combat, if unit's HP ≥ 25%, and if unit's attack can trigger unit's Special, grants Special cooldown count-1 to unit before unit's first attack during combat. At start of combat, if unit's HP ≥ 25%, inflicts Atk/Spd/Res-X on foe during combat (X = 16, - foe's max Special cooldown count value × 2; min 8; if foe does not have a Special skill, X = 8). At start of combat, if unit's HP ≥ 25%, reduces damage from foe's first attack by 30% and unit's next attack deals damage = total damage reduced (by any source, including other skills; resets at end of combat), and restores 7 HP to unit after combat.",400,Yes
,Loving Bouquets,14,2,"Effective against dragon foes.Accelerates Special trigger (cooldown count-1).For allies within 3 rows or 3 columns centered on unit, grants Atk/Res+5, neutralizes foe's bonuses, and grants Special cooldown count-1 before ally's first attack during combat.At start of combat, if unit's HP ≥ 25%, inflicts penalty on foe's Atk/Res = 20% of unit's Res at start of combat + 6, neutralizes foe's bonuses, unit deals +X damage (excluding area-of-effect Specials), reduces damage from foe's attacks by X (excluding area-of-effect Specials; X = number of allies within 3 rows or 3 columns centered on unit × 5; max 15), neutralizes effects that inflict ""Special cooldown charge -X"" on unit, and grants Special cooldown count-1 to unit before unit's first attack during combat, and also, if unit's Res ≥ foe's Res+10, unit attacks twice during combat.",400,Yes
,Mila's Testament,14,2,"Accelerates Special trigger (cooldown count-1). If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+6 to unit during combat, neutralizes effects that inflict ""Special cooldown charge -X"" on unit, deals damage = 10% of foe's Atk, and also, if unit’s HP ≥ 25% and foe would reduce unit’s HP to 0, unit survives with 1 HP. (Once per combat. Does not stack with non-Special effects that allow unit to survive with 1 HP if foe's attack would reduce HP to 0.)",400,Yes
,Moonlight Drop,14,2,"Effective against armored and cavalry foes. Accelerates Special trigger (cooldown count-1). If unit initiates combat or is within 2 spaces of an ally, grants Atk/Res+6 to unit during combat, and the following effects will occur based on the value of unit's Res minus foe's Res: If ≥ 5 and ≤ 14, unit makes a guaranteed follow-up attack. If ≥ 15 and unit initiates combat, unit attacks twice.",400,Yes
,New Dawn,14,2,"Effective against armored and cavalry foes. Grants Atk+3. If unit initiates combat or if unit is within 2 spaces of an ally, grants Atk/Res+6 during combat and unit makes a guaranteed follow-up attack. If unit's HP ≤ 50% and unit initiates combat, unit can make a follow-up attack before foe can counterattack.",400,Yes
,New Year Treats,14,2,"Accelerates Special trigger (cooldown count-1).If a Rally or movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by an ally with the【Divine Nectar】effect active (excluding unit), grants Atk/Res+6 and 【Charge】to unit and that ally for 1 turn and grants Special cooldown count-1 to unit and that ally (once per turn).At start of combat, if unit's HP ≥ 25%, grants bonus to unit's Atk/Def/Res = 20% of unit's Res at start of combat + 5, deals damage = 20% of unit's Res (including when dealing damage with an area-of-effect Special), neutralizes effects that inflict ""Special cooldown charge -X"" on unit, and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (excluding area-of-effect Specials).【Divine Nectar】Neutralizes【Deep Wounds】during combat.Restores 20 HP to unit as unit's combat begins (triggers after effects that deal damage as combat begins; only highest value applied; does not stack). If it is unit's first combat initiated by foe or first combat initiated by unit that turn, reduces damage from foe's attacks by 10 during combat (excluding area-of-effect Specials).【Charge】Unit can move up to 3 spaces in any cardinal direction. (Cannot move through foes, terrain that blocks movement, or effects of skills like Obstruct. Granted movement treated as Warp movement.)【Deep Wounds】Unit's HP cannot be healed through its next action.",400,Yes
,Nightmare's Egg,14,2,"Grants Spd+3. If a skill like Sing or Dance is used, grants【Foe Penalty Doubler】to target and allies within 2 spaces of target (excluding unit) and inflicts【Panic】on foes in cardinal directions of unit and target. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+6 to unit during combat.【Foe Penalty Doubler】Inflicts penalty on foe's Atk/Spd/Def/Res during combat = any current penalty on each of those stats for 1 turn. Calculates each stat penalty independently.【Panic】Converts bonuses on target into penalties through its next action.",400,Yes
,Óðr of Creation,14,2,"Accelerates Special trigger (cooldown count-1).At start of player phase or enemy phase, if unit is within 2 spaces of an ally, grants【Empathy】 and ""unit can move to a space adjacent to any ally within 2 spaces"" to unit and allies within 2 spaces of unit for 1 turn.If unit initiates combat or is within 2 spaces of an ally, grants bonus to unit's Atk/Spd/Def/Res = number of allies within 3 rows or 3 columns centered on unit × 3, + 5 (max 14), neutralizes unit's penalties, deals +X damage (X = number of【Bonus】effects active on unit and foe, excluding stat bonuses, × 5; max 25; excluding area-of-effect Specials), and neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat.【Empathy】Grants bonus to unit's Atk/Spd/Def/Res = number of types of【Bonus】effects, excluding stat bonuses, and【Penalty】effects, excluding stat penalties, active on player team and enemy team during combat (max 7).【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",400,Yes
,Order's Sentence,14,2,"Grants Atk+3. At start of combat, if unit's HP ≥ 25% or if【Bonus】is active on unit, grants Atk/Spd/Def/Res+5 to unit during combat and grants bonus to unit's Atk during combat = total bonuses on ally with the highest total bonuses within 2 spaces. (Example: if an ally within 2 spaces has Atk/Spd/Def/Res+6, grants Atk+24.)【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",400,Yes
,Phantasm Tome,14,2,"Grants Spd+3. At start of combat, if foe's HP ≥ 50%, inflicts Spd/Res-6 and neutralizes foe's bonuses to Spd/Res (from skills like Fortify, Rally, etc.) during combat, and also, if unit initiates combat, reduces damage from foe's first attack by 70%.",400,Yes
,Quietus Gullveig,14,2,"Accelerates Special trigger (cooldown count-1). If unit initiates combat or foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+5 to unit, grants bonus to unit's Atk/Spd = 15% of unit's Spd at start of combat, and neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat. If unit initiates combat, reduces damage from foe's first attack by 70% during combat and restores 7 HP to unit after combat. If unit initiates combat, grants another action to unit after combat, and inflicts ""restricts movement to 1 space"" on unit and Pair Up cohort through their next action (will not trigger again for 2 turns after triggering).",400,Yes
,Radiant Aureola,14,2,"Accelerates Special trigger (cooldown count-1). Effective against magic foes. If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+5 to unit, deals damage = 20% of unit's Res, reduces damage from foe's attacks by 20% of unit's Res (excluding area-of-effect Specials), inflicts Special cooldown charge -1 on foe per attack (only highest value applied; does not stack), and disables foe's effects that ""calculate damage using the lower of foe's Def or Res"" (excluding when dealing damage with an area-of-effect Special) during combat.",400,Yes
File:Weapon Rite of Souls.png,Rite of Souls,14,2,"Accelerates Special trigger (cooldown count-1). At start of turn, inflicts【Guard】on foes within 3 rows or 3 columns centered on unit with Res < unit's Res. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit during combat, deals damage = 20% of unit's Res (including when dealing damage with a Special triggered before combat), and foe cannot make a follow-up attack.【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)",400,Yes
,Sea Tambourine,8,2,"At start of turn, if unit's HP ≥ 25%, grants Atk/Spd+6 to unit and allies within 2 spaces of unit for 1 turn.At start of combat, if unit's HP ≥ 25% and it is an even-numbered turn, grants Atk/Spd+5 to unit during combat. At start of combat, if unit's HP ≥ 25% and it is an odd-numbered turn, grants Atk/Spd+11 to unit during combat.At start of combat, if unit's HP ≥ 25% and unit's Spd ≥ foe's Spd - 5, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks.",200,No
,Sea Tambourine+,12,2,"At start of turn, if unit's HP ≥ 25%, grants Atk/Spd+6 to unit and allies within 2 spaces of unit for 1 turn.At start of combat, if unit's HP ≥ 25% and it is an even-numbered turn, grants Atk/Spd+5 to unit during combat. At start of combat, if unit's HP ≥ 25% and it is an odd-numbered turn, grants Atk/Spd+11 to unit during combat.At start of combat, if unit's HP ≥ 25% and unit's Spd ≥ foe's Spd - 5, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks.",300,No
,Sparkling Sun,14,2,"Accelerates Special trigger (cooldown count-1). If unit is within 3 spaces of an ally, inflicts Atk/Res-X on foe (X = 30% of unit's HP at start of combat + 6; max 18) and unit makes a guaranteed follow-up attack during combat, reduces damage from area-of-effect Specials by 75% (excluding Røkkr area-of-effect Specials), and restores 10 HP to unit after combat, and also, if foe can make a follow-up attack during combat, reduces damage from foe's first attack by 75%.",400,Yes
,Stone,4,2,,50,No
,Sweet Yule Log,14,2,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+6 to unit during combat, and also, if unit initiates combat, the following effects will occur based on the value of unit's Spd minus foe's Spd: if ≤ 9, unit can make a follow-up attack before foe can counterattack; if ≥ 10, unit attacks twice.",400,Yes
,Thunderer Tome,14,2,"Accelerates Special trigger (cooldown count-1). At the start of turns 1 through 3 or if unit's HP < 100% at start of turn, grants Special cooldown count-1 to unit. During turns 1-3, or if unit's HP < 100% at start of combat, grants Atk/Spd+6 to unit during combat, and also, if Special triggers (excluding area-of-effect Specials), deals +7 damage and neutralizes ""reduces damage by X%"" effects from non-Special skills.",400,Yes
,Void Tome,14,2,"Grants Atk+3. At start of combat, if foe's Atk ≥ 50 or if【Penalty】is active on foe, grants Atk/Def/Res+5 to unit during combat. At start of combat, if foe's Spd ≥ 35 or if【Penalty】is active on foe, unit makes a guaranteed follow-up attack.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",400,Yes
